"Contains a date column for CalLite-CV's time period and fields with the Element name (using the CalLite-CV convention of name_might_include_underscores.element_subname, even though it's different from Sadie's nomenclature, because I'm hoping that leaving them will be less confusing than changing .'s to _'s and making the names harder to read) for all the CalLite-CV records identified in diversionoverview.csv. That .csv contains the combinations required to calculate fraction diverted for each river, but here's one example: for the Upper-Mid Sacramento DSM reach, cell B4 in the overview csv gives the formula RedBluff.Diversion/(RedBluff.Outflow + RedBluff.Diversion), so for 10/2014 the fraction diverted will be 213.1/(6979 + 213.1) = .0296.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,RedBluff.Outflow,RedBluff.Diversion,Thermalito.Outflow,Thermalito.Diversion,DaguerrePt.Outflow,DaguerrePt.Diversion,SacFeather.Outflow,SacFeather.SacFeather_Refuge_Diversion_ch,SacFeather.Diversion,Hst.Outflow,Hst.Diversion,SacAmerican.Outflow,SacAmerican.Diversion,Calaveras_River.Outflow,Calaveras_River.Diversion,Merced_River_3.Outflow,Merced_River_3.Diversion,Ripon.Outflow,Ripon.Diversion,Tuolumne_River_2.Outflow,Tuolumne_River_2.Diversion,Hood.Outflow,Hood.Diversion,RioVista.Outflow,RioVista.Diversion,RioVista.Diversion2,CentralDelta.Outflow,CentralDelta.Diversion,SJR1.Outflow,SJR1.Diversion,SouthDelta.Outflow,SouthDelta.Diversion,SouthDelta.Diversion2
7/1/2057 0:00,15490,1505,9051,2747,552.9,1240,20518,31.17,0,2066,196.3,20481,2470,12.08,136.8,139.5,16.44,378.4,64.91,231.2,25.09,20693,0,11870,107,1747,8548,801.5,2710,0,-4068,11769,3686
8/1/2057 0:00,8569,994.5,7714,1746,500,861.1,15559,54.76,0,1076,194.8,15069,1964,16.39,111,131.8,12.62,407.3,46.44,262,20.07,15280,0,8658,106.6,1275,6902,585.2,3314,0,-3755,11427,2691
9/1/2057 0:00,5830,492.6,1809,690.5,500,392.1,8360,73.99,0,1006,170.8,8739,1079,15.31,35.82,72.65,0,363.1,33.7,241.1,12.96,8957,0,4387,150.5,781.1,5099,358.4,2969,0,-862,7404,1648
10/1/2057 0:00,5981,173,2874,241.8,580.1,122.2,9848,70.77,0,938.4,91.26,10597,437.7,8.371,12.98,244.3,0,865.4,4.548,297.7,5.018,10775,0,7578,143.8,72.03,4015,33.05,3134,0,-2001,9084,152
11/1/2057 0:00,4446,46.82,900,161.5,737.7,109.3,9710,59.2,0,977.3,54.69,10897,321,235.7,3.564,216,0.3969,277.6,0,338.7,0,11166,0,7471,112.4,42.76,4551,19.62,2948,0,-1754,9209,90.21
12/1/2057 0:00,8351,45.16,900,72.09,1208,113,22708,30.33,0,982.6,54.65,24035,314.5,323.3,4.57,210,0.3895,282.7,0,364.4,0,24334,0,20820,93.96,37.89,4934,17.38,3028,0,-268.3,8213,79.94
1/1/2058 0:00,22596,45.16,6319,61.24,14004,113,64579,16.85,9772,24849,54.65,75412,162.1,3165,5.41,4898,0.3895,2937,0,674,0,76110,0,98152,88.51,37.89,24880,17.38,20259,0,32364,12827,79.94
2/1/2058 0:00,42327,45.16,19210,64.53,5558,102,68192,15.39,23925,5127,54.65,73338,162.1,3053,6.201,3877,0.3895,4429,0,5820,0,73904,0,101213,109.9,37.89,15628,17.38,28652,0,31108,13273,79.94
3/1/2058 0:00,21491,53.01,11837,48.23,7646,113,50896,8.003,0,7755,54.65,59301,170.1,659.1,10.97,2189,0.3895,2620,0,8637,0,59554,0,54775,105,39.99,11784,18.35,24910,0,23631,13100,84.38
4/1/2058 0:00,14726,190.2,10155,73.06,5997,116.8,35836,10.45,0,11998,68.67,48042,336.9,4.268,51.67,15167,1.157,3616,6.976,12109,4.989,48256,0,42222,143.8,206.9,10810,94.94,48608,0,47466,11599,436.6
5/1/2058 0:00,7200,1331,6440,2110,8004,1088,21372,24.85,0,5731,113.2,25711,1718,5.549,150.6,5277,9.123,3653,37.23,6060,22.58,25886,0,20988,148.9,896.4,7054,411.3,26553,0,24893,6892,1891
6/1/2058 0:00,14577,2117,3770,3607,2297,1667,16354,37.87,0,3852,131,18020,2575,11.34,158.5,2636,10.95,1711,46.87,3528,23.33,18230,0,14402,126,1356,4150,622.2,17143,0,6984,11553,2861
7/1/2058 0:00,10665,1907,9307,2687,732.1,1278,16793,40.44,0,1500,160,16533,2200,13.89,170.9,1310,14.76,1412,64.73,457.2,25.09,16743,0,9231,121.5,1449,7623,664.8,7306,0,189.5,11802,3057
8/1/2058 0:00,9497,1589,1000,2357,500,1125,8046,41.7,0,1403,176.1,7895,1973,14.28,151.7,1126,13.02,1816,49.53,560.5,20.07,8113,0,3440,121.1,1341,4932,615.2,6290,0,1533,6991,2829
9/1/2058 0:00,6045,505.3,1000,650,500,238,8461,72.69,0,1179,175.6,9000,1062,15.74,107,626,5.277,1243,33.7,1452,12.96,9235,0,4474,165,1056,5765,484.7,6048,0,-732,10445,2229
10/1/2058 0:00,5121,322.7,1200,327.1,500,280.3,8537,69.92,0,1222,93.41,9531,623,9.689,26.2,379.6,1.339,962.1,6.671,1287,2.509,9748,0,6645,157.6,371.7,4022,170.5,4997,0,-1631,9976,784.2
11/1/2058 0:00,4460,70.36,1200,188.1,672.2,107.9,8106,61.37,0,2589,76.72,10720,279,506.5,4.175,279.6,0.5347,390.9,0,535.7,0,10920,0,7443,121.7,96.65,4191,44.34,3994,0,-1840,9890,203.9
12/1/2058 0:00,12397,52.2,10065,72.35,1758,107.7,38468,29.91,0,5222,55.11,44540,171.3,319.9,4.57,434.3,0.4764,426,0,1524,0,44961,0,39341,100.9,38.23,8074,17.54,5022,0,3341,9733,80.66
1/1/2059 0:00,74619,52.2,39502,61.51,18912,107.7,84030,15.59,86645,23707,55.11,77667,171.3,1769,5.41,1789,0.3935,3959,0,5429,0,78241,0,197756,95.81,38.23,19114,17.54,18298,0,24782,12657,80.65
2/1/2059 0:00,18921,52.2,18862,0,5280,97.23,54115,14.92,0,7089,55.11,61875,171.3,508.6,6.296,3200,1.44,2019,0,3108,0,62145,0,62182,0,38.25,11835,17.55,11704,0,22325,1229,80.71
3/1/2059 0:00,18371,45.97,9346,48.5,4447,107.7,39458,8.003,0,2815,59.48,42708,174.6,231.1,14.3,1109,0.596,1105,0,4605,2.509,42948,0,38983,100.6,50.55,8241,23.2,10114,0,7772,10544,106.7
4/1/2059 0:00,10790,270.6,5133,113.7,1809,121.3,20107,8.27,0,1345,91.08,21426,414.3,4.308,48.06,240.3,4.414,1630,10.37,1265,7.778,21613,0,17952,134.6,246.5,4377,113.1,6156,0,8233,1836,520
5/1/2059 0:00,7010,888.9,1666,2173,5016,1055,12560,20.22,0,2767,115.5,13931,1692,6.049,150.6,753.5,7.379,1784,37.23,1180,20.07,14107,0,10827,139.2,883.9,3139,405.5,5487,0,5097,1725,1865
6/1/2059 0:00,13278,1522,4832,3823,1500,1641,14632,37.87,0,2270,135.1,14643,2648,10.98,158.5,260,13.02,950.1,43.98,452.4,23.33,14856,0,11416,115.4,1423,3144,652.9,4106,0,-2552,6900,3002
7/1/2059 0:00,16325,1301,9364,2753,700,1226,22798,40.02,0,2113,217.9,22792,2538,12.75,170.9,240,14.79,401.1,70.77,438.7,25.09,23008,0,13473,111.3,1687,9335,774.2,3278,0,-2493,11668,3560
8/1/2059 0:00,9634,1128,5319,2226,600,1009,12550,53.07,0,1274,194.3,12470,1815,18.03,151.7,789.6,13.74,440.1,47.85,478.1,20.07,12707,0,6614,110.9,1493,6325,685,4428,0,-1530,9279,3150
9/1/2059 0:00,4402,419.1,1000,465.6,500,324.4,7586,69.21,0,1037,176.6,8091,966.7,15.86,107,553.8,5.397,413.9,29.81,474.4,10.37,8320,0,4028,154.8,809.1,4892,371.2,4216,0,-494.2,8033,1707
10/1/2059 0:00,4630,168.3,1700,244.6,590.7,126.7,7747,70.77,0,1217,88.69,9001,272.7,8.598,45.3,279.3,1.43,881.9,0,567.3,0,9202,0,6384,147.9,69.12,3723,31.72,3301,0,-1258,8226,145.8
11/1/2059 0:00,7515,44.91,1700,160.2,1503,113,24346,58.33,0,2388,55.59,27871,164.9,600.1,4.792,260,0.4041,371,0,727.8,0,28398,0,25709,115.1,40.7,6436,18.68,6160,0,1264,11331,85.88
12/1/2059 0:00,19655,43.55,1700,72.62,3732,116.8,39346,32.01,0,3301,55.57,43704,163.3,1092,4.57,407.2,0.3974,329,0,627.3,0,44135,0,40457,96.02,38.56,9057,17.69,5215,0,4827,9477,81.36
1/1/2060 0:00,23824,43.55,1700,61.78,6149,116.8,45957,15.59,0,5439,55.57,52001,163.3,585.1,5.41,1118,0.4088,336.7,0,2316,0,52236,0,46959,96.12,38.56,10209,17.69,5833,0,8970,7084,81.36
2/1/2060 0:00,7325,48.27,2649,73.55,1754,107.4,16484,14.86,0,2101,67.84,18857,200.7,179.9,6.079,777.7,0.4976,336.3,0,3277,2.682,19050,0,16177,106,44.5,4229,20.42,6047,0,2849,7409,93.89
3/1/2060 0:00,19109,134.1,8283,60.24,3800,118.2,38797,8.003,0,3170,66.69,42241,296.8,83.86,14.3,292.4,3.133,547.9,0,4051,5.725,42465,0,37135,103.9,168.9,7802,77.48,7063,0,6598,7975,356.3
4/1/2060 0:00,12135,233.2,7226,115.1,2059,127,24717,10.45,0,2783,89.51,27622,307.2,5.739,59.62,244.6,1.802,1724,8.254,1425,10.29,27814,0,23538,136.3,92.28,5277,42.34,5846,0,9147,1852,194.7
5/1/2060 0:00,7185,775,5211,1576,1642,883.1,15184,24.85,0,2766,106.3,16846,1440,4.172,150.6,271.2,7.522,1567,32.13,1307,22.58,17028,0,13360,146.8,770,3590,353.3,4752,0,4866,1906,1625
6/1/2060 0:00,10946,1718,3529,3659,5741,1561,16837,38.3,0,3326,140.3,17919,2620,10.36,158.5,250.4,10.77,950.1,44.84,257.5,20.74,18121,0,14269,168.8,1246,3614,571.9,3062,0,-2333,6474,2630
7/1/2060 0:00,12314,2180,11020,2907,1809,1545,20230,30.33,0,2158,186.1,20644,2162,12.61,170.9,221.2,13.86,387.4,47.23,245.2,25.09,20856,0,12195,120.1,1353,8661,620.7,2684,0,-3198,11802,2854
8/1/2060 0:00,9159,1457,8035,2252,500,1095,15219,50.13,0,2364,199.4,16034,1970,13.51,151.7,194.1,13.71,425.6,57.71,286.4,20.07,16251,0,9020,119.7,1421,7309,651.9,3399,0,-3944,11780,2998
9/1/2060 0:00,5763,450.9,1000,691.7,500,274.5,8611,74.43,0,1724,139.5,9944,878.5,14.75,107,139,7.323,388.1,29.87,274.1,12.96,10186,0,5471,163.6,668.9,5438,306.9,3455,0,-1481,9096,1411
10/1/2060 0:00,5051,263.2,4323,333.3,500,276.9,10417,69.08,0,1380,147.8,11317,729.3,7.249,26.78,257.6,1.055,866.5,0,372.4,0,11499,0,7737,156.2,492.3,4164,225.9,3329,0,-3413,9947,1039
11/1/2060 0:00,5189,76.07,3831,176.9,673.9,108.9,12485,57.45,0,3780,75.28,16346,276.4,128.3,4.175,223.7,0.8854,303.7,0,349.7,0,16558,0,11973,120.7,105.1,5388,48.22,2225,0,-3979,11446,221.7
12/1/2060 0:00,5982,51.63,3828,71.09,702.2,109.3,15793,29.49,0,1752,56.06,18168,172,245.2,4.57,236.3,0.4017,308.3,0,441.9,0,18523,0,15942,100.3,38.9,4192,17.85,3189,0,-1548,8906,82.07
1/1/2061 0:00,5517,54.58,3825,60.33,1194,109.3,15253,15.16,0,2492,56.09,18060,172,252.3,5.41,232,0.4214,313,0,378.7,0,18292,0,15201,50.12,40.72,3947,18.68,2553,0,897.5,5566,85.9
2/1/2061 0:00,7071,57.42,3826,69.07,1861,99.67,18876,14.92,0,4763,63.82,24092,197,45.55,6.296,453.9,2.428,315.9,0,358.4,0,24337,0,20498,52.67,49.62,5211,22.77,2411,0,1979,5585,104.7
3/1/2061 0:00,12143,108.9,5377,81.61,2448,114.6,23579,7.582,0,5232,87.87,28796,354,3.829,14.3,428.5,1.405,274.9,0,1159,2.509,28961,0,24278,50.29,190.3,5435,87.3,3706,0,3004,5771,401.4
4/1/2061 0:00,9451,237.4,3541,146.2,1811,121.7,17653,8.27,0,2337,96.27,19468,888.7,5.75,71.66,204.7,7.849,1703,15.41,638.2,12.96,19653,0,16162,52.78,724.4,4076,332.4,4856,0,5071,2380,1528
5/1/2061 0:00,6875,676.8,1605,1872,2000,952.3,9425,24.43,0,2337,108.3,10873,1214,9.587,125.1,245.9,9.251,1553,34.67,599.7,22.58,11055,0,8865,69.54,573.5,2762,263.1,4444,0,3996,2086,1210
6/1/2061 0:00,15082,1350,5142,4087,1500,1754,15506,37.43,0,2917,186.5,15804,2916,9.818,132.7,224.3,12.77,469.3,49.54,199.4,23.33,15986,0,12203,80.69,1517,3158,696.1,2372,0,-3792,6196,3201
7/1/2061 0:00,14420,1142,7323,2834,700,1257,18313,40.02,0,1360,197.7,17883,2191,14.2,146.5,195.3,13.45,378.2,64.98,203.3,25.09,18094,0,10251,94.96,1572,7799,721.2,2653,0,-3779,11039,3316
8/1/2061 0:00,8216,933.4,1470,0,600,974.4,7601,53.07,0,1349,197.1,7312,2035,14.45,130.8,152.3,12.79,402.4,47.53,217.9,17.56,7523,0,3178,0,1329,4718,609.8,3072,0,3633,1489,2804
9/1/2061 0:00,4137,363.3,1000,449.4,500,307.1,7889,71.38,0,1160,156.9,8627,897.5,14.71,87.46,145.7,5.72,363.3,32.57,215.3,12.96,8870,0,4519,126.7,793.7,5364,364.2,3266,0,-989.2,8072,1674
10/1/2061 0:00,4153,64.23,1518,0,577.9,122.2,8389,76.66,0,1179,100.9,9764,246.5,9.644,51.33,241.7,0,865.4,4.653,307,5.018,9995,0,7045,114.3,55.25,4074,25.35,3047,0,-1471,8574,116.6
11/1/2061 0:00,5643,45.08,1700,160.8,785.7,114,15522,58.33,0,1397,56.58,17694,170.3,186.7,18.88,259.1,0.4118,304.3,0,440.9,0,18104,0,13300,88.74,44.93,6397,20.61,4925,0,-52.54,11371,94.79
12/1/2061 0:00,6005,42.28,1700,73.18,1314,117.8,15306,30.75,0,1467,56.55,17157,165.8,64.63,4.57,216.9,0.4059,283,0,350.8,0,17422,0,14470,67.36,39.24,3812,18,2551,0,-1751,8118,82.79
1/1/2062 0:00,16233,42.28,1700,62.34,3726,117.8,41856,15.59,0,4579,56.55,48313,165.8,758.5,5.41,229.3,0.4059,375.7,0,591.8,0,48968,0,46783,50.33,39.24,10649,18,5616,0,8662,7667,82.79
2/1/2062 0:00,40847,42.28,5378,65.63,11906,106.4,65906,15.39,14882,13927,56.55,74157,165.8,1324,6.296,281,0.4059,384.2,0,541,0,74726,0,94321,109.8,39.24,15559,18,7086,0,15613,7138,82.78
3/1/2062 0:00,19946,51.95,10002,49.32,5857,117.8,45678,8.003,0,4095,56.55,50462,175.1,512.8,14.3,307.3,0.4059,836.7,0,393.9,3.26,50759,0,47175,103.9,39.43,9377,18.09,4805,0,7688,6554,83.18
4/1/2062 0:00,10622,194.4,9922,80.72,4314,123.7,28316,8.27,0,8115,79.69,36508,365,4.416,56.13,1449,2.916,1741,7.408,1275,5.76,36708,0,31873,136.3,208,7677,95.44,8530,0,13524,2337,438.9
5/1/2062 0:00,7482,1186,2798,2057,4709,1075,13692,24.85,0,3100,116.9,15330,1763,5.584,150.6,2965,7.224,1583,43.71,1174,22.58,15510,0,13026,141,956,3674,438.6,8376,0,7756,2349,2017
6/1/2062 0:00,16183,2239,6304,4315,1123,1954,17152,30.03,0,4661,170.6,19419,2815,13.05,158.5,250.7,15.1,634,61.72,455.1,23.33,19639,0,16104,117.5,1601,3847,734.5,3132,0,-2720,6433,3377
7/1/2062 0:00,11876,1756,8963,2370,640.3,1165,18251,40.86,0,3282,203.3,19654,2306,15.29,170.9,530.1,13.59,414,49.37,457.9,22.58,19879,0,11544,113.3,1490,8454,683.4,3900,0,-2455,11802,3143
8/1/2062 0:00,9087,1384,3039,2078,500,1030,9844,41.7,0,1363,202.1,9830,1807,14.08,151.7,922.6,11.99,438.7,46.05,465.6,20.07,10062,0,5171,113,1218,5552,558.9,4462,0,-301,7881,2570
9/1/2062 0:00,4807,323.1,1000,351.2,578.8,140.5,8291,77.48,0,1157,182.7,8917,969.1,13.89,107,503,5.336,396.3,31.35,456.7,12.96,9153,0,4443,156.9,943.5,5116,432.9,3783,0,-785.7,7817,1991
10/1/2062 0:00,5121,304.6,1700,327.8,500,289.6,8886,73.71,0,1204,99.4,9857,607.2,8.398,26.78,372.2,1.257,897.8,6.035,593.5,5.018,10084,0,6852,149.8,368.3,4064,169,4187,0,-1960,9541,776.9
11/1/2062 0:00,13289,54.18,1700,164.6,7156,112.1,33216,60.5,0,5562,57.07,39676,180.8,532.5,4.175,234.4,0.5324,328.1,0,581.7,0,40112,0,35865,116.4,45.38,7932,20.82,4295,0,785,11448,95.73
12/1/2062 0:00,31508,51.77,13141,71.65,6836,115.8,63084,32.01,3672,12067,57.04,73433,176.3,714.4,4.57,893.3,0.4102,332.5,0,620.3,0,73851,0,72573,97.01,39.58,15315,18.16,5285,0,10901,9710,83.5
1/1/2063 0:00,43913,51.77,20031,60.81,7889,115.8,67841,16.43,22644,7605,57.04,73445,176.3,1011,5.41,1630,0.4102,511.5,0,3623,0,73796,0,92368,96.07,39.58,14650,18.16,9240,0,15346,8554,83.5
2/1/2063 0:00,17820,54.86,7303,0,4404,104.6,38754,15.86,0,5266,57.08,44549,176.3,147.7,6.296,1839,0.4577,2173,0,3652,0,44787,0,41718,0,43.44,8342,19.93,9424,0,16527,1229,91.66
3/1/2063 0:00,45195,53.89,25399,50.53,9879,115.8,69192,8.424,27997,11910,57.06,74161,173.8,384,14.3,1404,0.5665,2315,0,5101,0,74498,0,103929,103.9,45.36,13859,20.81,12458,0,15443,10858,95.7
4/1/2063 0:00,19372,151.4,10003,71.3,4754,114.9,41151,8.705,0,5318,78.3,46716,353.1,4.457,36.65,229.6,3.956,1730,0,1276,2.593,46944,0,43855,136.3,192.6,8999,88.36,8626,0,15002,2294,406.3
5/1/2063 0:00,9778,791.2,5424,1630,8688,748.8,25471,21.06,0,6725,115.1,30991,1558,5.596,119.6,2749,7.44,2097,37.23,1175,17.56,31176,0,25625,143.3,851.8,7082,390.8,7556,0,10947,1960,1797
6/1/2063 0:00,15053,2311,4601,4039,2339,1828,16307,31.34,0,4011,127.6,18055,2665,10.94,128.1,256.2,11.96,1211,42.79,446.7,20.74,18272,0,14619,120.3,1323,3706,607,3700,0,-2015,6733,2791
7/1/2063 0:00,11123,1560,6922,2375,1202,1149,17611,42.54,0,2270,113.7,18504,1855,12.54,138.1,228.8,15.03,446.4,46.32,447.1,25.09,18740,0,10997,116,1108,8232,508.3,3466,0,-2162,11643,2338
8/1/2063 0:00,9816,1460,7968,2273,600,1077,15347,44.23,0,1818,174.5,15553,2017,12.42,112.3,643.8,12.33,438.8,57.71,442.3,20.07,15772,0,8785,115.7,1436,7062,659.1,3810,0,-3681,11634,3031
9/1/2063 0:00,5856,641.6,1000,727.6,500,414.3,8324,72.69,0,1260,156.9,9090,989,14.98,65.06,535.9,9.135,902.8,33.7,460.1,12.96,9338,0,4711,159.5,940.6,5229,431.6,4495,0,-1069,8945,1985
10/1/2063 0:00,4841,247.7,1999,327.8,500,296.1,9113,72.87,0,1478,118.8,10236,711.6,8.722,18.53,348.8,1.355,922.2,7.68,588.7,5.018,10453,0,6980,152.4,534.8,4092,245.4,4133,0,-2597,9795,1128
11/1/2063 0:00,5140,65.78,1700,174,674.3,118.2,9581,55.28,0,3825,76.06,13542,240.6,739.7,3.9,228.9,0.5529,312.2,0,482.5,0,13764,0,9855,118.1,58.71,4876,26.94,4216,0,-2386,11437,123.9
12/1/2063 0:00,6835,52.86,1700,73.73,696.9,118.4,15774,32.01,0,1762,57.54,18022,176.3,182.9,4.57,251.4,0.4155,316.2,0,577.3,0,18342,0,15396,98.3,40.85,4046,18.74,3415,0,-1638,9060,86.19
1/1/2064 0:00,4934,57.43,1700,70.79,675,119.9,10739,16.01,0,1454,69.8,12327,216,7.158,5.41,552.1,0.4946,688.7,0,1463,0,12532,0,10193,54.76,49.33,2944,22.63,3702,0,279.9,6304,104.1
2/1/2064 0:00,11415,51.04,2493,63.9,1835,107,30802,14.86,0,4264,55.55,36423,170.2,431.9,6.079,611.5,0.4024,1220,0,2002,2.682,36980,0,33652,58.91,38.56,7805,17.69,7795,0,7697,7907,81.35
3/1/2064 0:00,43273,50.64,10002,50.81,5259,59.22,64738,8.424,10376,5110,57.53,70959,171.9,1231,24.52,464.7,1.136,1895,0,5646,2.509,71341,0,75270,95.72,39.92,12946,18.32,12529,0,15366,10120,84.22
4/1/2064 0:00,18566,68.82,9808,64.03,4618,58.07,40035,10.45,0,2807,69.61,43211,229.3,4.491,33.88,229.9,2.548,2554,4.066,1371,7.642,43436,0,40568,136.3,78.27,8137,35.91,9888,0,15326,2613,165.1
5/1/2064 0:00,7056,1110,8219,2177,7906,562.6,23602,25.27,0,9351,115.4,31597,1705,4.216,150.6,2794,6.339,2316,36.5,1153,22.58,31779,0,26067,141,845.5,8387,387.9,8064,0,12609,2113,1784
6/1/2064 0:00,13473,1994,4676,3807,4071,797.6,16977,30.47,0,3104,137.9,17849,2648,11.11,158.5,1902,11.22,1238,46.45,1498,23.33,18069,0,14251,117.5,1350,3793,619.3,6800,0,-295.9,8141,2848
7/1/2064 0:00,9396,1565,10488,2328,1702,638.6,19019,41.28,0,1535,176,19015,1972,13.01,170.9,1058,14.56,571.1,48.41,434,25.09,19238,0,11060,113.3,1403,8251,643.9,4245,0,-1990,11643,2961
8/1/2064 0:00,8497,1180,5797,1840,686.7,391.6,12730,42.54,0,1547,144.4,12916,1780,13.77,151.7,1007,14.84,549.8,52.69,448.6,20.07,13139,0,7039,155.8,1113,6307,510.8,4514,0,-2249,10851,2349
9/1/2064 0:00,5984,612,1000,719.5,515.1,204.9,8100,78.35,0,1521,176.6,9130,987.4,14.35,107,590.3,7.314,1264,33.7,427,12.96,9372,0,4438,156.9,969.2,5255,444.7,4622,0,-753.8,8700,2045
10/1/2064 0:00,6035,85.39,1700,231.5,694.7,60.85,12501,72.45,0,2895,83.57,15536,339.2,19.83,26.78,461.4,1.893,967.2,5.018,1031,2.509,15793,0,11564,149.8,226,5290,103.7,4867,0,-1867,11654,476.8
11/1/2064 0:00,5948,72.84,1700,182.7,851.8,58.01,10697,58.33,0,3798,81.64,14552,263.2,852.3,4.175,728.3,0.9531,406.3,0,666.2,0,14747,0,10354,116.4,71.01,5206,32.58,4556,0,-1782,11448,149.8
12/1/2064 0:00,4465,57.64,1700,83.57,1118,59.04,10234,29.06,0,1739,76.13,11991,262.2,21.18,4.57,347.1,0.6084,400.9,0,1795,0,12176,0,9814,97.01,92.64,2808,42.5,3535,0,-3150,9330,195.4
1/1/2065 0:00,4085,283,1700,175.5,653.5,146.7,7952,15.16,0,1439,77.84,9365,304.1,4.529,5.41,237.2,0.5593,461.7,0,1733,0,9549,0,7543,51.96,141.1,2395,64.76,3261,0,-685.9,6077,297.8
2/1/2065 0:00,4600,65.62,1700,71.15,865,53.9,11266,14.92,0,1181,82.91,12148,641.9,5.631,6.296,313,0.4657,449.9,0,959.7,0,12349,0,9761,54.78,416.2,2730,191,3007,0,-1014,5917,878.1
3/1/2065 0:00,8116,104.9,1700,51.36,1233,120.5,15102,6.002,0,1300,81.11,16291,496.9,25.09,14.3,272.3,1.567,291.2,0,465.7,0,16508,0,13734,52.12,185.3,3396,85.03,2325,0,1016,4375,391
4/1/2065 0:00,5861,71.65,2555,70.58,1323,119.3,13724,6.202,0,1257,112.5,14365,956.5,6.332,67.83,206.4,2.467,1713,11.41,485.6,10.37,14566,0,11470,54.74,692.9,3095,317.9,3273,0,2028,2925,1462
5/1/2065 0:00,6676,880.6,1855,1174,2000,1031,8568,14.85,0,718.6,150.9,7740,1832,9.387,119.6,237.1,8.832,1566,39.67,458.9,22.58,7927,0,5599,69.54,1080,2245,495.3,3491,0,589.8,2951,2278
6/1/2065 0:00,10814,1453,2058,2273,1500,1747,10303,28.07,0,188,187.4,8196,2665,14.22,128.1,193.3,13.51,474.6,47.03,199,23.33,8405,0,6093,80.74,1280,2234,587.5,2446,0,-801.8,2888,2701
7/1/2065 0:00,12803,1255,5375,1454,700,1174,16390,30.01,0,188,193.5,14814,2127,13.22,138.1,144.7,12.45,376.6,48.65,196.2,22.58,15023,0,7928,95,1522,6869,698.5,2516,0,-2791,9075,3212
8/1/2065 0:00,5972,705,1717,973.8,600,824.5,8255,39.81,0,188,170,7086,1724,13.52,112.3,120.5,13.72,401.6,36.17,207.1,20.07,7300,0,3147,99.45,991.6,4629,455,2940,0,916.3,4694,2092
9/1/2065 0:00,4793,338.5,5160,443.7,500,412.7,12092,54.19,0,281,159.1,11702,1070,11.65,65.06,71.05,0,338.1,28.52,185.4,10.37,11933,0,6211,126.6,958.6,5849,439.8,2731,0,-2526,9189,2022
10/1/2065 0:00,5790,146,2997,196.6,403.7,131.3,9107,56.23,0,457,109.2,9351,451.1,8.72,18.53,239.6,0,866.6,5.018,269.1,2.509,9539,0,6731,114.2,116.4,3660,53.4,2861,0,-1740,8115,245.5
11/1/2065 0:00,4176,56.19,1700,143.4,114.7,118.8,6741,47.99,0,456.5,112.1,6964,423.6,5.374,3.9,199.3,0.5642,282.3,0,289.9,0,7138,0,4305,88.7,68.08,3142,31.24,2318,0,-709.7,6065,143.6
12/1/2065 0:00,3627,49.99,1518,0,434.3,121.6,6981,22.75,0,500,84.82,7474,225.9,13.58,4.57,179.4,0.53,262.5,0,280.9,0,7656,0,5951,67.33,52.72,1998,24.19,1647,0,-2432,6000,111.2
1/1/2066 0:00,4112,67.99,1553,0,392.4,122.4,10015,12,0,495.7,76.49,10629,203,49.81,5.41,211.1,0.4923,296.2,0,320.2,0,10845,0,8792,43.69,49.29,2536,22.61,1935,0,-1082,5484,104
2/1/2066 0:00,3905,106.7,1528,0,431.5,109,8349,11.89,0,244.3,0,8321,578.4,8.593,6.296,212.1,2.791,291.5,0,278.9,0,8525,0,6638,48.39,193.4,2059,88.72,1660,0,584,2766,408
3/1/2066 0:00,4102,135.1,1535,0,485.4,162.7,8393,6.318,0,107.5,0,8328,522.3,37.15,14.3,270.4,1.327,266.3,0,292.3,0,8550,0,7795,50.29,467.5,2276,214.5,2209,0,-370.7,3918,986.3
4/1/2066 0:00,6031,172.3,1243,264.1,635.8,113.4,8454,8.161,0,-38.76,0,7900,711.7,8.936,67.83,175.5,3.659,1064,25.96,349.7,15.66,8067,0,6413,8.502,439.3,2084,201.6,2458,0,1333,2342,926.9
5/1/2066 0:00,4132,163.5,1000,504.5,380.7,281.4,7151,18.96,0,-192.9,0,5854,1356,8.959,119.6,228,6.086,1077,36.51,352.5,20.48,6038,0,4383,69.51,555.7,1881,254.9,3528,0,1026,3279,1172
6/1/2066 0:00,13097,647.1,1462,0,0,741.2,9158,23.18,0,96.66,0,6715,2796,8.219,128.1,177.1,11.23,324.5,43.08,149.8,23.33,6897,0,4520,0,1358,1946,623.2,1660,0,-582.8,1396,2866
7/1/2066 0:00,11683,704.8,1472,0,0,309.9,10177,23.38,0,188,13.89,8271,2409,13.9,138.1,127.6,14.27,348.6,63.77,160,25.09,8472,0,3471,0,1530,4867,702.1,2189,0,2317,1626,3228
8/1/2066 0:00,8626,481.8,1471,0,0,119.4,8121,34.12,0,73.09,0,6529,1972,14.9,112.3,114.6,14.09,379.4,48.86,180,20.07,6742,0,3517,0,1446,4323,663.6,2878,0,2783,1498,3052
9/1/2066 0:00,3892,163.4,1513,0,46.83,73.16,7165,56.8,0,281,39.72,6844,961.5,16.54,65.06,78.22,0,338.8,31.22,178.6,12.96,7075,0,3775,0,501.5,4481,230.1,2896,0,5239,1212,1058
