A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
563,31Aug1968,21.855,0.0000,5760.3,5750.1,5498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5363.5,5125.9,3979.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3979.1,3979.1,3956.0,3956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3956.0,3956.0,3956.0,3739.4,3739.4,3739.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3732.5,3594.4,3590.9,3590.9,237.55,81.66,71.92,50.94,2022.2,1568.7,2022.2,1816.3,1786.0,1783.3,1773.4,1686.3,1678.6,1513.6,1454.8,758.1,631.3,576.7,563.8,561.1,1568.7,1565.0,1565.0,1543.1,1538.4,98.75,230.22,840,1077.3,118.8,760.7,527.0,0.0,0.0,0.0,165.9,77.5,0.0,0.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,840,840,840,0.0,0.0,0.0,0.0
564,30Sep1968,8.571,0.0000,5094.4,5083.9,5063.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063.4,4877.1,4112.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4112.4,4112.4,4089.5,4089.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.4,4040.4,4040.4,3886.3,3886.3,3886.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3879.4,3767.1,3763.6,3763.6,186.29,81.65,71.58,49.91,2295.2,1468.4,2295.2,2137.5,2117.2,2114.8,2105.0,2016.6,2008.8,1716.6,1605.1,798.7,667.6,613.1,596.8,594.1,1468.4,1464.8,1464.8,1447.0,1442.3,99.29,292.69,840,624.6,71.6,435.2,302.8,0.0,0.0,0.0,96.9,46.4,0.0,0.0,0.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,840,840,840,0.0,0.0,0.0,0.0
565,31Oct1968,5.253,0.0000,4205.8,4195.5,4162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4162.0,4089.0,3671.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3671.7,3671.7,3656.5,2804.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2779.5,2779.5,2779.5,2721.7,2721.7,2721.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.2,2675.7,2673.4,2673.4,73.02,73.02,63.31,42.48,1784.8,888.6,1784.8,1666.0,1650.0,1648.5,1641.9,1588.3,1583.2,1320.6,1212.7,696.2,587.5,548.8,533.1,531.3,888.6,886.2,886.2,874.6,871.5,56.03,306.08,1470,460.0,25.0,319.3,222.4,0.0,0.0,0.0,71.5,34.4,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,1470,1470,1470,0.0,0.0,0.0,0.0
566,30Nov1968,3.857,0.0000,2772.9,2762.3,2742.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742.3,2672.5,2361.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2361.3,2361.3,2349.3,2349.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311.1,2311.1,2311.1,2268.0,2268.0,2268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264.4,2238.1,2236.3,2236.3,69.85,69.85,59.81,41.75,1508.3,728.0,1508.3,1375.2,1360.6,1359.2,1354.0,1317.3,1313.3,1047.6,936.1,454.4,342.3,342.3,326.1,324.6,728.0,726.1,726.1,691.4,689.0,44.20,146.10,1470,190.3,0.0,126.4,89.3,0.0,0.0,0.0,30.2,15.6,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,1470,1470,1470,0.0,0.0,0.0,0.0
567,31Dec1968,3.945,0.0000,2582.9,2572.7,2421.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421.2,2359.0,2056.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2056.6,2056.6,2048.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.1,2011.1,2011.1,1973.5,1973.5,1973.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.9,1959.9,1958.6,1958.6,62.15,62.15,52.43,34.77,1395.7,562.8,1395.7,1310.1,1294.1,1293.1,1289.4,1271.3,1268.4,996.1,888.3,430.4,322.1,322.1,305.2,304.1,562.8,561.5,561.5,558.8,557.0,21.34,135.33,1470,13.2,185.2,6.8,5.3,0.0,0.0,0.0,2.3,1.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1470,1470,1470,0.0,0.0,0.0,0.0
568,31Jan1969,5.096,0.0000,263.3,263.3,249.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.8,227.0,178.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.6,178.6,170.5,170.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.5,170.5,170.5,170.5,170.5,170.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.1,167.2,166.0,166.0,22.77,22.77,15.06,1.31,65.7,100.3,65.7,65.7,65.6,64.9,61.5,47.0,44.3,40.4,40.4,40.4,11.2,11.2,4.3,3.3,100.3,99.0,99.0,98.0,96.4,44.88,3.30,23203,13.2,2834.0,6.8,5.3,0.0,0.0,0.0,2.3,1.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,23203,23203,23203,0.0,0.0,0.0,0.0
569,28Feb1969,8.360,0.0000,3246.2,3246.2,3230.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3224.4,3130.0,2942.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2942.1,2942.1,2932.3,2932.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2932.3,2932.3,2932.3,2932.3,3670.5,3670.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3667.6,3666.6,3665.1,3665.1,94.36,55.69,37.66,8.70,2179.0,1486.1,2179.0,2118.9,2110.9,2109.2,2105.0,1992.8,1989.5,1834.6,1834.6,388.7,298.6,292.5,269.0,267.8,1486.1,1484.5,1484.5,1483.1,1481.1,103.51,142.07,11906,247.3,1851.7,173.0,120.2,0.0,0.0,0.0,38.3,18.2,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,11906,11906,11906,0.0,0.0,0.0,0.0
570,31Mar1969,7.722,0.0000,3465.4,3465.4,3458.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3452.4,3371.4,3072.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.8,3072.8,3062.7,3062.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.7,3062.7,3062.7,3062.7,3745.7,3745.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3742.7,3741.8,3740.3,3740.3,81.03,53.53,37.18,8.93,2173.7,1566.6,2173.7,2119.2,2111.7,2109.3,2105.0,2019.3,2015.9,1906.6,1886.2,743.3,641.1,635.6,614.3,613.1,1566.6,1565.0,1565.0,1560.7,1558.6,73.17,495.21,5473,501.3,662.1,368.5,244.7,0.0,0.0,0.0,113.7,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5473,5473,5473,0.0,0.0,0.0,0.0
571,30Apr1969,10.716,0.0000,3683.7,3683.7,3683.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3676.9,3455.7,2819.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2819.8,2819.8,2805.9,2805.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2805.9,2805.9,2805.9,2805.9,3461.3,3461.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3457.1,3448.7,3446.6,3446.6,221.25,127.16,108.06,72.30,2171.2,1275.3,2171.2,2099.8,2051.9,2048.9,2042.9,1919.0,1914.4,1785.9,1706.4,890.9,772.2,718.1,693.3,691.6,1275.3,1273.1,1273.1,1262.1,1259.3,89.74,518.62,7434,871.6,61.6,645.2,426.7,0.0,0.0,0.0,201.3,143.1,0.0,0.0,0.0,143.1,0.0,0.0,0.0,0.0,0.0,0.0,7434,7434,7434,0.0,0.0,0.0,0.0
572,31May1969,15.206,0.0000,4966.2,4947.2,4931.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4882.7,4582.9,3557.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3557.8,3557.8,3537.8,3537.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499.1,3499.1,3499.1,3240.7,3972.5,3972.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3966.5,3815.5,3812.4,3812.4,299.72,140.44,121.96,82.31,2428.0,1384.5,2428.0,2167.1,2118.0,2113.6,2105.0,1984.6,1977.8,1847.6,1770.6,903.2,780.6,728.2,704.2,701.8,1384.5,1381.3,1381.3,1363.5,1359.4,179.72,480.84,8360,1361.9,125.2,1010.4,668.8,0.0,0.0,0.0,309.4,217.1,0.0,0.0,0.0,217.1,0.0,0.0,0.0,0.0,0.0,0.0,8360,8360,8360,0.0,0.0,0.0,0.0
573,30Jun1969,23.713,0.0000,6471.9,6452.2,6179.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6016.9,5650.0,3449.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.7,3449.7,3424.6,3424.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3408.3,3408.3,3408.3,3113.0,3852.5,3852.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.9,3648.7,3644.9,3644.9,366.86,145.15,126.05,85.08,2279.1,1365.7,2279.1,2009.6,1958.2,1953.8,1943.0,1817.5,1809.0,1670.9,1591.3,911.8,777.0,722.9,698.0,695.1,1365.7,1361.7,1361.7,1342.9,1337.8,162.97,432.08,4895,3304.6,134.6,2512.1,1627.7,0.0,0.0,0.0,865.4,663.2,0.0,0.0,0.0,663.2,0.0,0.0,0.0,0.0,0.0,0.0,4895,4895,4895,0.0,0.0,0.0,0.0
574,31Jul1969,26.265,0.0000,6442.6,6423.7,6159.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6011.1,5616.1,3621.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3621.7,3621.7,3593.7,3593.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3593.7,3593.7,3593.7,3280.4,4012.3,4012.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4003.8,3813.3,3809.1,3809.1,395.08,140.44,121.95,82.34,2421.6,1387.5,2421.6,2160.7,2121.2,2117.0,2105.0,1982.9,1973.5,1837.0,1760.1,981.9,813.4,761.0,737.0,733.7,1387.5,1383.1,1383.1,1359.4,1353.8,157.67,406.11,1750,4105.0,144.6,3226.6,2351.3,0.0,0.0,0.0,1368.4,960.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
575,31Aug1969,21.855,0.0000,7337.5,7318.7,7054.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6906.2,6537.6,4239.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4239.1,4239.1,4216.0,4216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216.0,4216.0,4216.0,3971.3,3971.3,3971.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3964.3,3808.8,3805.3,3805.3,368.58,140.44,121.95,82.34,2417.1,1388.2,2417.1,2156.1,2119.2,2114.9,2105.0,1983.9,1976.1,1572.5,1495.6,1069.4,901.0,848.6,821.6,818.8,1388.2,1384.5,1384.5,1362.6,1358.0,157.67,496.64,3086,3105.4,118.8,2312.8,1531.0,0.0,0.0,0.0,695.7,481.9,0.0,0.0,0.0,481.9,0.0,0.0,0.0,0.0,0.0,0.0,3086,3086,3086,0.0,0.0,0.0,0.0
576,30Sep1969,8.571,0.0000,6197.7,6178.2,6090.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5985.8,5701.7,4392.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4392.8,4392.8,4369.9,4369.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320.8,4320.8,4320.8,4134.0,4134.0,4134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4127.0,3995.2,3991.7,3991.7,284.13,145.16,126.06,85.13,2423.1,1568.7,2423.1,2153.5,2119.5,2114.8,2105.0,1961.1,1953.4,1659.8,1580.3,995.3,837.2,783.1,755.1,752.4,1568.7,1565.0,1565.0,1546.5,1541.9,162.86,404.31,4411,1913.3,71.6,1419.1,940.8,0.0,0.0,0.0,427.4,296.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,1718,4411,4411,0.0,0.0,0.0,0.0
577,31Oct1969,5.253,0.0000,5525.5,5506.5,5437.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5376.8,5163.1,4146.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4146.6,4146.6,4131.4,4131.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4106.8,4106.8,4106.8,4011.0,4011.0,4011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4006.4,3941.1,3938.8,3938.8,213.63,143.60,125.17,85.84,2430.6,1508.3,2430.6,2143.3,2114.6,2111.5,2105.0,1970.6,1965.5,1702.3,1625.3,1099.6,946.7,894.4,867.3,865.5,1508.3,1505.9,1505.9,1494.7,1491.6,110.04,547.06,1500,773.0,25.0,560.1,377.2,0.0,0.0,0.0,156.6,100.9,0.0,0.0,0.0,100.9,0.0,0.0,0.0,0.0,0.0,0.0,1500,1500,1500,0.0,0.0,0.0,0.0
578,30Nov1969,3.857,0.0000,7022.8,7003.2,6810.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6793.7,6651.0,5950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5950.0,5950.0,5950.0,4132.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4094.6,4094.6,4094.6,4013.0,4013.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4009.3,3963.9,3962.1,3962.1,142.68,138.62,119.57,85.47,2395.2,1566.9,2395.2,2104.4,2104.4,2104.4,2099.2,1961.4,1957.3,1691.5,1611.9,1097.6,955.3,901.2,873.1,871.7,1566.9,1565.0,1565.0,1522.0,1519.6,89.68,585.33,3165,236.6,447.6,161.7,112.2,0.0,0.0,0.0,42.1,24.6,0.0,0.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,2039,2735,2735,0.0,0.0,0.0,0.0
579,31Dec1969,3.945,0.0000,4935.0,4916.1,4652.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4533.7,4402.6,3657.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3657.2,3657.2,3648.6,3648.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3611.7,3611.7,3611.7,3561.5,3821.7,3821.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3819.1,3791.9,3790.6,3790.6,131.16,123.29,104.86,71.51,2264.0,1526.6,2264.0,2015.4,1966.9,1961.8,1958.1,1825.1,1822.2,1550.3,1473.4,1132.2,1010.1,971.6,944.4,943.4,1526.6,1525.2,1525.2,1505.6,1503.9,49.82,635.64,5354,191.3,221.8,143.0,93.4,0.0,0.0,0.0,48.7,36.9,0.0,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,5354,5354,5354,0.0,0.0,0.0,0.0
580,31Jan1970,5.096,0.0000,3566.1,3566.1,3542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3537.6,3491.3,3349.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3349.8,3349.8,3341.7,3341.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341.7,3341.7,3341.7,3341.7,3341.7,3341.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3339.3,3338.5,3337.3,3337.3,46.35,43.59,30.27,6.53,2083.4,1253.9,2083.4,2038.2,2029.6,2028.4,2024.9,1932.2,1929.5,1769.2,1682.1,966.7,821.5,816.8,810.0,809.1,1253.9,1252.6,1252.6,1251.6,1250.0,83.03,605.98,25074,651.2,1532.1,544.4,470.4,0.0,0.0,0.0,279.8,200.5,0.0,0.0,0.0,200.5,0.0,0.0,0.0,0.0,0.0,0.0,25074,25074,25074,0.0,0.0,0.0,0.0
581,28Feb1970,8.360,0.0000,3303.6,3303.6,3291.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286.6,3214.2,3069.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3069.3,3069.3,3059.5,3059.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3059.5,3059.5,3059.5,3059.5,3059.5,3059.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056.6,3055.8,3054.3,3054.3,72.35,42.00,28.53,6.78,1851.4,1202.9,1851.4,1805.4,1799.3,1798.0,1793.8,1713.0,1709.7,1549.1,1489.4,726.1,575.4,570.6,552.2,551.1,1202.9,1201.4,1201.4,1199.5,1197.5,77.29,342.89,6872,1702.9,116.6,1383.2,1128.8,0.0,0.0,0.0,635.4,450.5,0.0,0.0,0.0,450.5,0.0,0.0,0.0,0.0,0.0,0.0,6872,6872,6872,0.0,0.0,0.0,0.0
582,31Mar1970,7.722,0.0000,2786.6,2786.6,2781.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776.7,2716.6,2492.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2492.2,2492.2,2482.1,2482.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482.1,2482.1,2482.1,2482.1,2482.1,2482.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2479.0,2478.3,2476.8,2476.8,60.13,39.14,27.32,6.77,1564.6,912.2,1564.6,1524.0,1518.5,1516.7,1512.4,1452.7,1449.3,1345.4,1316.4,676.1,576.3,572.2,556.0,554.8,912.2,910.6,910.6,905.7,903.7,52.90,433.42,3814,1111.1,214.2,874.3,715.9,0.0,0.0,0.0,354.5,230.1,0.0,0.0,0.0,230.1,0.0,0.0,0.0,0.0,0.0,0.0,3814,3814,3814,0.0,0.0,0.0,0.0
583,30Apr1970,10.716,0.0000,3058.5,3058.5,3058.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3053.9,2904.1,2472.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.7,2472.7,2458.8,2458.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458.8,2458.8,2458.8,2458.8,2458.8,2458.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454.6,2448.7,2446.6,2446.6,149.80,84.97,72.74,49.61,1449.1,997.5,1449.1,1401.1,1369.1,1367.1,1361.2,1284.2,1279.5,1161.9,1106.7,580.7,502.9,465.9,449.1,447.5,997.5,995.3,995.3,985.6,982.8,57.78,335.91,1750,1046.0,74.3,753.6,514.7,0.0,0.0,0.0,180.6,98.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
584,31May1970,15.206,0.0000,4064.2,4050.5,4039.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4004.4,3791.8,3063.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3063.8,3063.8,3043.7,3043.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005.1,3005.1,3005.1,2818.8,2818.8,2818.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2812.7,2703.8,2700.8,2700.8,212.65,98.31,85.83,58.84,1678.0,1022.8,1678.0,1495.5,1461.3,1458.2,1449.6,1370.8,1364.1,1272.9,1217.2,630.4,546.0,508.7,491.6,489.3,1022.8,1019.6,1019.6,1001.9,997.9,112.30,330.52,1750,1451.7,126.1,1048.0,715.3,0.0,0.0,0.0,250.6,135.8,0.0,0.0,0.0,135.8,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
585,30Jun1970,23.713,0.0000,5079.5,5065.3,4871.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4755.4,4494.6,2925.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925.8,2925.8,2900.8,2900.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2884.4,2884.4,2884.4,2671.5,2671.5,2671.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664.0,2522.5,2518.7,2518.7,260.77,101.61,88.71,60.82,1575.4,943.4,1575.4,1386.8,1350.9,1347.9,1337.1,1254.9,1246.5,1148.1,1090.5,630.8,538.1,499.5,481.9,478.9,943.4,939.4,939.4,918.2,913.1,110.22,300.98,1750,2118.1,134.6,1532.1,1045.1,0.0,0.0,0.0,365.2,197.4,0.0,0.0,0.0,197.4,0.0,0.0,0.0,0.0,0.0,0.0,1761,1750,1761,0.0,0.0,0.0,0.0
586,31Jul1970,26.265,0.0000,5203.4,5189.8,5002.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4896.1,4615.0,3193.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3193.4,3193.4,3165.4,3165.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165.4,3165.4,3165.4,2939.6,2939.6,2939.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2931.1,2793.8,2789.6,2789.6,281.11,98.31,85.82,58.86,1830.5,959.1,1830.5,1648.0,1620.4,1617.5,1605.5,1525.6,1516.2,1419.4,1363.7,677.7,561.8,524.4,507.4,504.1,959.1,954.6,954.6,931.0,925.3,106.64,282.49,5000,2222.8,144.6,1606.4,1096.1,0.0,0.0,0.0,383.3,207.4,0.0,0.0,0.0,207.4,0.0,0.0,0.0,0.0,0.0,0.0,5000,5000,5000,0.0,0.0,0.0,0.0
587,31Aug1970,21.855,0.0000,5669.1,5655.5,5468.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5361.9,5099.8,3460.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3460.6,3460.6,3437.5,3437.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3437.5,3437.5,3437.5,3261.1,3261.1,3261.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3254.1,3142.0,3138.5,3138.5,262.09,98.31,85.82,58.86,2194.4,944.1,2194.4,2011.9,1986.1,1983.1,1973.2,1893.9,1886.2,1608.5,1552.9,727.7,611.8,574.4,555.3,552.6,944.1,940.4,940.4,918.5,913.8,106.64,338.11,1750,2009.8,118.8,1450.5,990.2,0.0,0.0,0.0,346.6,187.7,0.0,0.0,0.0,187.7,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
588,30Sep1970,8.571,0.0000,4507.0,4492.9,4430.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4355.9,4154.5,3223.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3223.6,3223.6,3200.7,3200.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3151.6,3151.6,3151.6,3016.9,3016.9,3016.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.0,2915.0,2911.5,2911.5,201.38,101.62,88.71,60.85,1867.9,1043.5,1867.9,1679.4,1655.6,1652.4,1642.6,1548.4,1540.6,1338.9,1281.4,643.1,534.3,495.7,475.9,473.2,1043.5,1039.9,1039.9,1022.0,1017.3,110.14,257.00,2657,1072.5,71.6,767.0,525.2,0.0,0.0,0.0,185.1,101.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,1533,2657,2657,0.0,0.0,0.0,0.0
589,31Oct1970,5.253,0.0000,3860.1,3846.4,3797.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754.0,3603.1,2880.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.9,2880.9,2865.7,2865.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2841.1,2841.1,2841.1,2772.0,2772.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2767.4,2720.4,2718.1,2718.1,150.86,100.58,88.13,61.36,1870.2,847.8,1870.2,1669.3,1649.3,1647.1,1640.6,1552.6,1547.5,1371.8,1316.2,679.0,573.8,536.5,517.3,515.5,847.8,845.4,845.4,833.5,830.4,74.42,327.85,800,385.6,25.0,267.9,185.2,0.0,0.0,0.0,66.7,37.3,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,800,800,800,0.0,0.0,0.0,0.0
590,30Nov1970,3.857,0.0000,3559.8,3545.6,3408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3396.8,3296.7,2798.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798.7,2798.7,2786.7,2786.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748.5,2748.5,2748.5,2689.7,2689.7,2689.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2686.0,2653.3,2651.5,2651.5,100.09,97.17,84.31,61.10,1821.2,830.2,1821.2,1599.8,1580.6,1578.5,1573.3,1483.2,1479.1,1303.6,1246.1,630.9,532.9,494.3,474.5,473.1,830.2,828.3,828.3,795.6,793.2,60.65,318.18,800,109.6,383.5,68.4,49.1,0.0,0.0,0.0,19.1,11.5,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,800,800,800,0.0,0.0,0.0,0.0
591,31Dec1970,3.945,0.0000,3247.2,3233.6,3046.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2961.5,2869.6,2338.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338.2,2338.2,2329.6,2329.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2292.7,2292.7,2292.7,2256.5,2256.5,2256.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.9,2234.3,2233.0,2233.0,91.92,86.27,73.82,51.12,1640.3,592.7,1640.3,1483.8,1468.6,1467.0,1463.3,1376.3,1373.4,1188.5,1132.9,555.9,471.9,444.5,425.2,424.2,592.7,591.3,591.3,576.7,575.0,33.69,286.27,4840,66.5,906.9,45.8,31.7,0.0,0.0,0.0,11.5,6.5,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,4840,4840,4840,0.0,0.0,0.0,0.0
