A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
404,30Apr1955,702.8,1651.9,540.0,6245,5983,6183,421.7,40.67,380.98,365.69,15.293,7627,598.2,531,314.1,8568,0.0,0.0,1878.9,8606,38.5,8600,8619,8817,8878,9498,285.3,87.0,206.6,636.9,108.6,282.7,382.5,7163,7377,184.1,7489,7489,0,7489,7341,0.0,6514,6659,6659,0,6659,6659,0,6659,6659,0,6659,6748,5911,5351,6425,4,0,4.173,1,2363.1,30,2363.1,883.3,883.3,0.0,883.3,0.00,182,637.6,555.4,82.18,0,867.2,763.1,104.06,62,170,1681,9251,9574,0.0,0,0,9574,0,8940,8880,8858,10599,10921,0,10810,10196,9783,10987,0.0,10836,0,0.0
405,31May1955,3156.7,2333.4,2924.0,6410,5883,6160,849.0,81.97,766.98,738.03,28.949,7597,424.9,594,417.8,8071,0.0,0.0,2784.1,8089,18.3,7630,7630,7671,7671,8624,416.7,69.0,355.7,597.5,109.2,389.1,349.5,6401,6513,94.6,6560,6560,0,6560,6490,1255.6,5700,6440,6440,0,6440,6440,0,6440,6440,0,6440,6477,5541,4921,6417,61,41,19.516,47,2265.8,17,2265.8,886.3,886.3,0.0,886.3,0.00,249,690.1,540.7,149.36,0,1575.9,1386.8,189.11,64,164,2415,9310,9446,0.0,0,0,9446,0,8904,8794,8754,10610,10745,0,10645,10130,9891,11235,0.0,11280,0,0.0
406,30Jun1955,1525.4,1853.3,783.0,10703,10088,10288,992.4,95.79,896.58,862.80,33.779,10850,87.7,188,286.4,11187,0.0,0.0,5225.9,11189,2.4,10510,10765,12810,12810,10734,78.4,15.2,71.4,166.6,47.9,248.8,136.3,7778,7813,35.7,7883,7883,0,7883,7186,3526.6,6080,7411,7411,0,7411,7411,0,7411,7411,0,7411,7416,6112,5256,6530,10,10,0.000,10,3000.0,0,3000.0,1200.0,1200.0,0.0,1200.0,0.00,312,935.6,723.5,212.13,0,2238.5,1969.9,268.62,68,168,3171,8848,11406,0.0,0,0,11406,0,8300,8144,8088,10206,13428,0,13328,9632,9227,10822,0.0,13860,0,0.0
407,31Jul1955,2448.1,1979.1,450.0,15074,14406,14491,1076.8,104.09,972.72,936.45,36.267,14774,22.7,80,180.9,15233,0.0,0.0,0.0,15233,0.1,14613,11573,13887,13887,14606,12.6,5.1,15.5,0.0,32.6,124.9,102.4,11733,11759,26.9,11809,11809,0,11809,11242,2805.5,10246,11378,11378,0,11378,11378,0,11378,11378,0,11378,11327,10048,9226,10504,4,4,0.000,4,2923.2,0,2923.2,1197.0,1197.0,0.0,1197.0,0.00,330,798.0,568.4,229.65,0,2423.3,2132.5,290.79,48,48,1293,12984,11726,0.0,0,0,11726,0,12488,12319,12259,16831,13270,0,13270,16632,16323,17891,0.0,5000,0,0.0
408,31Aug1955,3749.2,1833.0,450.0,11122,10520,10605,970.3,93.68,876.60,843.58,33.015,10826,9.5,56,155.2,11372,0.0,0.0,1055.6,11372,0.0,10876,8831,11063,11063,10855,0.0,1.0,2.4,0.0,29.2,94.5,87.5,8687,8710,22.6,8703,8703,0,8703,8132,3949.9,7417,8284,8284,0,8284,8284,0,8284,8284,0,8284,8079,7162,6581,7794,8,8,0.000,8,2209.1,0,2209.1,897.2,897.2,0.0,897.2,0.00,272,728.7,557.0,171.70,0,1811.7,1594.3,217.41,55,55,1381,9295,9217,0.0,0,0,9217,0,8887,8761,8716,10064,9986,0,9986,9583,9480,10874,0.0,5000,0,0.0
409,30Sep1955,1949.3,1127.9,450.0,5274,4892,5042,616.3,59.49,556.77,535.09,21.679,5290,21.1,67,159.4,5673,0.0,0.0,0.0,5675,2.2,5480,5337,5480,5480,5524,0.0,0.9,1.2,68.4,30.6,90.8,88.6,5001,5034,21.7,5103,5103,0,5103,4488,1064.9,4376,5043,5043,0,5043,5043,0,5043,5043,0,5043,4971,4803,4717,5506,99,99,0.000,99,545.6,12,545.6,187.1,187.1,0.0,187.1,0.00,66,546.9,481.2,65.62,46,692.4,609.3,83.09,89,189,1590,8124,8224,0.0,0,0,8224,0,7919,7870,7853,9770,9870,0,9770,9437,9367,10388,0.0,5000,0,0.0
410,31Oct1955,1122.2,1125.3,373.0,5856,5646,5846,338.6,32.53,306.08,293.39,12.685,6156,47.8,75,187.2,6243,0.0,0.0,0.0,6246,3.3,6131,5688,6131,6131,6292,0.0,2.0,3.4,186.8,33.2,101.3,101.0,5498,5527,28.3,5653,5653,0,5653,5382,142.4,5133,5327,5327,0,5327,5327,0,5327,5327,0,5327,5344,5319,5199,5128,152,152,0.000,152,802.5,0,802.5,257.4,257.4,0.0,257.4,156.34,75,239.4,202.1,37.30,0,393.6,346.3,47.23,53,153,707,7068,7168,0.0,0,0,7168,0,6964,6936,6926,7858,7958,0,7858,7618,7618,8374,0.0,7000,0,0.0
411,30Nov1955,372.2,327.7,300.0,4700,4698,4898,2.0,0.00,2.02,0.00,2.017,6111,630.5,276,305.9,7340,0.0,0.0,0.0,7370,29.7,7383,5960,7383,7383,7824,101.5,18.8,82.7,339.8,53.3,147.1,139.3,7360,7413,42.2,7491,7491,0,7491,7534,0.0,7437,7244,7244,0,7244,7244,0,7244,7244,0,7244,7228,7228,7184,7287,153,153,0.000,153,464.9,11,464.9,128.9,128.9,0.0,128.9,82.65,101,0.0,0.0,0.00,0,0.0,0.0,0.00,0,100,538,9143,9243,0.0,0,0,9243,0,9143,9042,9042,10393,10493,0,10393,10249,10248,10846,0.0,7771,0,0.0
412,31Dec1955,272.0,0.0,300.0,22323,22321,22521,1.8,0.00,1.79,0.00,1.789,33440,3453.7,6013,1451.8,38362,0.0,0.0,0.0,38824,462.7,39100,39100,39100,39100,46135,2811.1,648.8,2162.3,4224.4,725.3,1367.4,2131.8,45977,47953,1079.5,47980,47980,0,47980,51182,0.0,51182,50973,50973,0,50973,30000,20973,34868,18000,16868,22187,22119,22119,22119,22119,2203,18273,34.153,30962,157.8,896,157.8,73.8,73.8,0.0,73.8,0.00,2106,0.0,0.0,0.00,6069,0.0,0.0,0.00,6069,35098,4889,37233,15530,4785.9,11238,26413,54273,3795,37233,37233,37233,47858,67017,0,47858,47797,47711,48313,0.0,27679,0,0.0
413,31Jan1956,1372.4,0.0,1402.6,33941,33940,34140,1.6,0.00,1.63,0.00,1.626,46206,4674.2,5573,1819.5,55328,0.0,0.0,0.0,55974,645.8,56439,56439,56439,56439,62605,2307.9,602.1,1705.8,3858.0,815.8,1205.7,1836.5,62530,67579,988.8,67277,67277,0,67277,70941,0.0,70941,81290,60000,21290,74232,30000,44232,40267,18000,22267,23527,23179,23179,23179,23179,9036,42984,16.263,59727,74.8,4060,74.8,42.3,42.3,0.0,42.3,0.44,3336,0.0,0.0,0.00,15033,0.0,0.0,0.00,15033,77498,4628,63864,15530,4785.9,11238,92040,54273,69421,63864,63864,63864,78109,73000,1147,78109,78048,77987,78582,0.0,17552,0,0.0
414,29Feb1956,1223.5,244.6,1237.7,24034,24033,24233,1.4,0.00,1.39,0.00,1.391,30221,1356.9,3650,980.6,33944,0.0,0.0,0.0,34252,307.5,34480,34480,34480,34480,38404,1455.0,472.0,983.0,2468.6,573.5,754.5,1140.5,38338,41420,785.1,41133,41133,0,41133,41456,0.0,41456,44319,44319,0,44319,30000,14319,33324,18000,15324,21804,21565,21565,21565,21599,3257,14233,19.124,25757,66.1,2298,66.1,33.1,33.1,0.0,33.1,0.00,1784,0.0,0.0,0.00,11482,0.0,0.0,0.00,11482,26726,4070,53618,15530,4785.9,11238,36992,54273,14373,53618,53618,53618,61096,57354,0,61096,61031,60951,61592,0.0,13000,0,0.0
415,31Mar1956,1177.6,2216.0,300.0,4238,4042,4242,265.4,25.37,240.05,228.83,11.222,7447,704.7,1853,646.5,8391,0.0,0.0,0.0,8468,77.6,8509,8509,8509,8509,10549,884.8,189.6,703.2,1180.9,182.9,391.5,622.0,10496,10756,259.1,10859,10859,0,10859,12025,0.0,12016,14716,14716,0,14716,14716,0,14716,14716,0,14716,14608,14579,14558,14844,723,705,17.890,709,58.2,1,58.2,27.7,27.7,0.0,27.7,0.00,24,201.2,177.0,24.14,3594,252.1,221.8,30.25,3623,9247,3701,28461,15530,4785.9,11238,2430,34084,0,28444,28426,28419,31189,30212,0,31189,31095,30989,31761,0.0,13000,0,0.0
416,30Apr1956,1401.2,2597.8,427.0,3465,3039,3239,569.9,54.79,515.09,492.74,22.351,5760,568.9,1297,655.4,6028,0.0,0.0,1856.2,6059,31.5,5937,5793,5793,5937,8254,1149.8,230.2,927.8,1190.5,163.4,492.7,682.7,5869,6028,129.4,6330,6330,0,6330,6321,2593.0,5453,6825,6825,0,6825,6825,0,6825,6825,0,6825,6883,6053,5483,7171,17,0,16.806,4,2414.4,30,2414.4,911.6,911.6,0.0,911.6,0.00,164,886.3,780.0,106.36,0,1110.8,977.5,133.30,80,180,4663,13493,13453,0.0,0,0,13453,0,13138,13060,13032,16087,16047,0,15947,15660,15109,16354,0.0,12237,0,0.0
417,31May1956,4536.4,3157.7,4570.0,10075,9817,10094,344.9,33.01,311.93,297.78,14.149,13255,1200.0,984,976.6,13840,0.0,0.0,3841.8,13911,70.6,13282,13282,13282,13282,15917,930.6,164.8,773.7,1728.3,250.8,723.0,849.7,13912,14056,127.2,14312,14312,0,14312,14077,4272.3,13367,12998,12998,0,12998,12998,0,12998,12998,0,12998,13214,12433,11915,13069,607,587,19.516,593,2024.2,17,2024.2,802.4,802.4,0.0,802.4,0.00,264,1024.8,861.1,163.66,0,1709.3,1504.2,205.11,70,170,5937,29297,15530,4785.9,9081,0,29397,0,28925,28804,28761,33494,33594,0,33494,33336,33142,34377,0.0,12400,0,0.0
418,30Jun1956,4607.8,2788.1,4626.0,9560,8914,9114,865.3,83.19,782.13,749.19,32.939,10527,331.3,412,669.5,10898,0.0,0.0,3471.4,10907,8.4,9946,9946,9946,9946,11026,283.7,44.1,247.8,817.3,111.6,548.9,397.2,8080,8146,53.8,8209,8209,0,8209,8004,2698.4,6907,7416,7416,0,7416,7416,0,7416,7416,0,7416,7323,6068,5247,6891,24,0,23.528,4,2985.1,12,2985.1,1172.2,1172.2,0.0,1172.2,0.00,314,1169.7,955.4,214.33,0,2238.5,1969.9,268.62,68,168,8108,12741,12841,0.0,0,0,12841,0,12162,12005,11948,14753,14853,0,14753,14548,14416,16000,0.0,10624,0,0.0
419,31Jul1956,2597.3,2214.3,1102.0,11865,11054,11139,1082.8,104.57,978.25,940.84,37.406,11721,96.9,124,360.5,12146,0.0,0.0,3787.3,12148,1.7,11025,10118,11025,11025,11269,57.5,14.7,50.7,205.5,51.8,273.3,200.7,8396,8444,37.5,8569,8569,0,8569,8144,0.0,7112,7928,7928,0,7928,7928,0,7928,7928,0,7928,8017,6737,5916,7188,5,5,0.000,5,2923.2,11,2923.2,1197.0,1197.0,0.0,1197.0,0.00,332,1086.6,854.6,232.01,0,2423.3,2132.5,290.79,48,48,3981,15846,15521,0.0,0,0,15521,0,15350,15179,15118,17442,17117,0,17117,17241,17118,18685,0.0,5000,0,0.0
420,31Aug1956,1948.4,2052.1,450.0,9607,8880,8965,974.2,93.68,880.50,843.75,36.755,9352,53.9,83,249.4,9729,0.0,0.0,500.7,9730,0.4,8833,8723,8833,8833,8911,10.2,6.0,12.2,88.8,42.3,168.4,146.6,6728,6771,30.7,6859,6859,0,6859,6249,0.0,5508,6547,6547,0,6547,6547,0,6547,6547,0,6547,6526,5610,5029,6280,10,7,2.316,8,2224.0,12,2224.0,910.1,910.1,0.0,910.1,0.00,273,751.6,578.1,173.46,0,1811.7,1594.3,217.41,55,55,1722,14150,13650,0.0,0,0,13650,0,13742,13614,13568,15344,14844,0,14844,14860,14653,16057,0.0,5000,0,0.0
421,30Sep1956,2291.4,1309.5,450.0,15414,14864,15014,736.9,70.92,666.00,637.60,28.401,15394,60.4,87,232.8,15708,0.0,0.0,0.0,15709,1.5,15546,6965,6965,15546,15699,4.3,4.6,7.8,174.0,42.9,146.2,142.0,15227,15280,30.0,15390,15390,0,15390,14975,0.0,14865,15270,15270,0,15270,15270,0,15270,15270,0,15270,15254,15086,15000,15009,121,121,0.000,121,497.1,23,497.1,144.8,144.8,0.0,144.8,0.00,734,682.5,600.6,81.90,226,855.4,752.8,102.65,279,379,1296,26788,11934,0.0,0,0,11934,0,26580,26520,26499,28329,13475,0,13375,27992,27931,28951,0.0,5000,0,0.0
422,31Oct1956,1621.6,1249.2,373.0,7126,7122,7322,4.1,0.00,4.07,0.00,4.066,7865,159.5,144,240.2,8177,0.0,0.0,0.0,8179,2.4,8047,6745,6745,8047,8344,36.9,9.9,34.9,286.4,43.1,134.1,150.4,7566,7622,35.4,7600,7600,0,7600,7117,2658.4,6875,6916,6916,0,6916,6916,0,6916,6916,0,6916,6650,6633,6517,6463,279,279,0.000,279,787.1,21,787.1,252.4,252.4,0.0,252.4,156.71,39,95.7,83.7,11.98,0,125.2,110.2,15.03,17,117,1279,10445,9243,0.0,0,0,9243,0,10392,10384,10380,14718,11512,0,11412,14629,14599,15281,0.0,7000,0,0.0
423,30Nov1956,797.8,669.1,300.0,12793,12724,12924,92.1,8.74,83.36,78.15,5.210,13458,145.3,134,254.4,13747,0.0,0.0,0.0,13755,7.7,13732,4871,6584,11598,14061,37.4,9.9,35.7,310.2,42.2,126.2,141.8,13498,13791,31.7,13899,13899,0,13899,13697,4127.3,13547,13964,13964,0,13964,13964,0,13964,13964,0,13964,14004,14001,13933,13916,175,175,0.000,175,564.3,262,564.3,157.9,157.9,0.0,157.9,82.54,83,6.9,0.0,6.92,0,72.3,63.6,8.67,8,108,1021,16978,9935,0.0,0,0,9935,0,16968,16888,16886,20411,11773,0,11673,20321,20229,20980,0.0,7000,0,0.0
424,31Dec1956,888.2,400.4,300.0,5610,5608,5808,2.0,0.00,1.95,0.00,1.952,6279,136.1,97,237.6,6463,0.0,0.0,0.0,6471,8.1,6475,5294,6475,6475,6803,35.9,8.7,27.2,292.3,43.3,116.9,132.1,6487,6531,31.5,6532,6532,0,6532,6173,0.0,6094,6418,6418,0,6418,6418,0,6418,6418,0,6418,6248,6248,6212,6569,139,139,0.000,139,316.1,12,316.1,122.1,122.1,0.0,122.1,0.00,52,0.0,0.0,0.00,0,0.0,0.0,0.00,0,100,690,12704,12704,0.0,0,0,12804,0,12704,12652,12652,15010,15010,0,15010,14866,14799,15441,0.0,15342,0,0.0
425,31Jan1957,547.9,410.2,300.0,3391,3389,3589,1.8,0.00,1.79,0.00,1.789,4456,320.8,276,269.9,5344,0.0,0.0,0.0,5368,23.9,5399,5249,5249,5399,5894,99.0,40.5,58.6,396.6,74.2,145.9,176.5,5820,5909,67.1,6033,6033,0,6033,6068,0.0,6068,6711,6711,0,6711,6711,0,6711,6711,0,6711,6806,6806,6806,7414,173,156,16.263,160,74.8,22,74.8,42.3,42.3,0.0,42.3,0.54,148,0.0,0.0,0.00,0,0.0,0.0,0.00,0,100,899,10430,10280,0.0,0,0,10380,0,10430,10282,10282,12168,12018,0,12018,12047,11994,12621,0.0,12407,0,0.0
426,28Feb1957,533.0,397.2,300.0,3404,3402,3602,1.6,0.00,1.62,0.00,1.621,6515,886.0,1495,531.6,7345,0.0,0.0,1011.6,7423,78.6,7551,7401,7401,7551,9847,947.1,263.9,683.2,1348.3,204.1,499.8,644.4,9778,11084,283.2,11187,11187,0,11187,10981,301.2,10981,10115,10115,0,10115,10115,0,10115,10115,0,10115,10163,10163,10163,10921,3017,2997,19.807,3001,68.4,1023,68.4,34.3,34.3,0.0,34.3,0.00,0,0.0,0.0,0.00,2,0.0,0.0,0.00,2,721,1764,14980,15448,0.0,0,0,15548,0,14980,14980,14980,16755,17224,0,16640,16608,16534,17195,0.0,16863,0,0.0
427,31Mar1957,283.0,866.2,300.0,6200,6198,6398,2.1,0.00,2.11,0.00,2.114,10264,1557.9,1570,738.1,12548,0.0,0.0,0.0,12682,133.8,12712,12712,12712,12712,14813,736.8,143.1,596.3,1368.7,223.4,479.0,666.3,14757,15021,238.7,15018,15018,0,15018,15449,0.0,15433,18141,18141,0,18141,18141,0,18141,18000,141,18035,17961,17870,17841,17846,675,657,17.890,767,56.1,25,56.1,25.9,25.9,0.0,25.9,0.00,230,107.2,94.3,12.86,751,136.6,120.2,16.39,766,4671,1730,26659,15530,4785.9,10148,0,30564,0,26659,26650,26646,31124,29011,0,31124,31054,30960,31576,0.0,26587,0,0.0
428,30Apr1957,601.8,3170.2,493.0,4608,4335,4535,349.1,33.28,315.78,298.80,16.974,6304,537.1,750,482.2,6729,0.0,0.0,1360.7,6761,32.7,6767,6767,6767,6767,7804,418.0,88.4,337.8,642.9,118.3,302.3,351.3,5506,5652,115.9,5645,5645,0,5645,5867,900.4,5021,6035,6035,0,6035,6035,0,6035,6035,0,6035,5839,5000,4439,5626,17,0,16.806,4,2322.9,30,2322.9,862.3,862.3,0.0,862.3,0.00,220,999.3,879.3,119.91,84,1273.9,1121.0,152.86,176,276,2021,8902,9002,0.0,0,0,9002,0,8578,8490,8458,10319,10419,0,10319,9921,9607,10739,0.0,10762,0,0.0
429,31May1957,4164.8,2679.0,4189.0,9263,8907,9184,455.2,43.42,411.79,390.65,21.142,11553,673.2,1013,683.1,12229,0.0,0.0,2544.4,12257,28.3,11980,11980,11980,11980,13425,482.8,68.7,422.0,984.6,173.4,514.0,456.5,11410,11625,198.3,11764,11764,0,11764,11152,1568.8,10433,10527,10527,0,10527,10527,0,10527,10527,0,10527,10697,9844,9287,10271,584,564,19.516,570,2044.9,17,2044.9,827.2,827.2,0.0,827.2,0.00,220,960.0,840.0,120.02,0,1275.1,1122.0,153.01,52,152,2847,15389,15489,0.0,0,0,15489,0,15048,14959,14928,16946,17046,0,16946,16540,16408,17528,0.0,13112,0,0.0
430,30Jun1957,2109.7,2260.1,2120.0,9413,8617,8817,1009.8,97.14,912.71,874.06,38.653,9683,180.8,261,424.0,9979,85.8,0.0,3105.7,9982,3.6,9456,9456,12108,12108,9847,126.5,24.4,110.3,285.1,63.4,317.4,184.0,6892,6955,50.4,6970,6970,0,6970,6516,2159.5,5372,6489,6489,0,6489,6489,0,6489,6489,0,6489,6397,5091,4235,5555,11,11,0.000,11,3000.0,12,3000.0,1200.0,1200.0,0.0,1200.0,0.00,311,885.5,674.8,210.72,0,2238.5,1969.9,268.62,68,168,4005,10429,15361,0.0,0,0,15361,0,9779,9624,9569,10671,16763,0,16663,10040,9933,11513,0.0,12572,0,0.0
431,31Jul1957,2599.6,2198.4,1102.0,15093,14234,14319,1085.1,104.74,980.36,942.95,37.406,14709,51.5,108,231.1,15051,0.0,0.0,1384.8,15051,0.0,14602,12603,14567,14602,14601,19.3,7.0,20.3,0.0,38.3,157.6,117.7,11824,11865,30.5,11971,11971,0,11971,11374,0.0,10341,11153,11153,0,11153,11153,0,11153,11153,0,11153,11216,9937,9116,10373,4,4,0.000,4,2828.0,11,2828.0,1114.1,1114.1,0.0,1114.1,0.00,328,1159.2,931.1,228.12,0,2423.3,2132.5,290.79,48,48,1659,20184,15530,4163.8,0,0,19694,0,19666,19498,19438,23896,23310,0,23310,23683,23581,25136,0.0,5000,0,0.0
432,31Aug1957,1949.0,2054.8,450.0,11052,10283,10368,974.8,93.68,881.15,843.75,37.406,10652,32.3,70,181.6,11106,0.0,0.0,0.0,11106,0.1,10747,9416,10747,10747,10727,1.3,2.8,6.4,0.0,34.2,112.8,102.6,8544,8570,25.7,8577,8577,0,8577,8138,0.0,7397,7740,7740,0,7740,7740,0,7740,7740,0,7740,7566,6650,6069,7192,8,8,0.000,8,2224.0,0,2224.0,910.1,910.1,0.0,910.1,0.00,271,704.8,534.2,170.55,0,1811.7,1594.3,217.41,55,55,1671,15519,15019,0.0,0,0,15019,0,15094,14968,14923,16618,16118,0,16118,16090,15989,17381,0.0,5000,0,0.0
433,30Sep1957,2448.8,1316.1,450.0,9303,9147,9297,199.0,18.82,180.16,169.40,10.756,9709,89.6,95,227.1,10117,0.0,0.0,0.0,10129,11.9,10061,4893,6225,10061,10389,11.3,4.9,14.6,343.2,70.8,158.8,143.9,9934,9979,33.0,10056,10056,0,10056,9740,0.0,9670,9702,9702,0,9702,9702,0,9702,9702,0,9702,9662,9594,9549,10127,123,123,0.000,123,461.5,12,461.5,157.2,157.2,0.0,157.2,0.00,168,551.4,483.2,68.18,0,724.3,637.4,86.92,45,145,1630,19682,12508,0.0,0,0,12508,0,19491,19441,19423,21461,14202,0,14102,21130,21020,22021,0.0,5000,0,0.0
434,31Oct1957,1113.0,902.5,373.0,5680,5676,5876,4.7,0.00,4.72,0.00,4.716,7549,377.9,892,403.0,8681,0.0,0.0,0.0,8738,56.7,8689,8168,8168,8689,9635,400.8,105.4,295.3,545.5,110.0,235.3,200.2,8908,9340,64.2,9374,9374,0,9374,9908,0.0,9685,10508,10508,0,10508,10508,0,10508,10508,0,10508,10375,10375,10273,10892,239,239,0.000,239,727.0,367,727.0,234.1,234.1,0.0,234.1,156.96,112,19.2,16.9,2.30,0,24.4,21.5,2.93,3,103,1093,13221,12770,0.0,0,0,12770,0,13179,13085,13084,14552,14101,0,14001,14371,14348,15001,0.0,8152,0,0.0
435,30Nov1957,1426.1,621.4,300.0,9367,9365,9565,2.7,0.00,2.69,0.00,2.689,11150,643.0,595,347.2,11793,0.0,0.0,0.0,11804,11.1,11827,10368,10368,11081,12635,313.3,34.0,279.3,494.5,64.5,224.4,205.6,12066,12895,69.3,12938,12938,0,12938,13237,0.0,13092,13296,13296,0,13296,13296,0,13296,13296,0,13296,13184,13184,13117,13130,239,239,0.000,239,569.2,760,569.2,159.5,159.5,0.0,159.5,82.63,196,9.2,5.4,3.79,0,40.3,35.5,4.84,5,105,825,14970,13583,0.0,0,0,13583,0,14964,14774,14773,16841,15455,0,15355,16661,16574,17281,0.0,7000,0,0.0
436,31Dec1957,2424.8,394.6,300.0,10793,10791,10991,2.4,0.00,2.44,0.00,2.440,13868,1102.5,1284,490.7,14945,0.0,0.0,0.0,15045,99.3,15104,15104,15104,15104,16649,632.9,139.0,493.9,912.6,151.8,344.7,416.1,16433,17231,210.7,17253,17253,0,17253,17904,0.0,17875,17401,17401,0,17401,17401,0,17401,17401,0,17401,17277,17277,17263,17263,504,469,34.153,477,216.3,587,216.3,92.2,92.2,0.0,92.2,0.00,330,0.0,0.0,0.00,281,0.0,0.0,0.00,281,2424,1065,18586,15530,4785.9,313,0,20729,0,18586,18537,18537,20971,22346,0,20971,20829,20751,21354,0.0,20227,0,0.0
437,31Jan1958,2557.2,342.0,577.5,15338,15336,15536,2.1,0.00,2.11,0.00,2.114,21463,2187.2,3002,737.8,23955,0.0,0.0,0.0,24269,313.2,24513,24513,24513,24513,27141,1182.4,316.9,865.5,1445.3,369.7,482.7,592.9,27114,29290,370.2,29294,29294,0,29294,31421,0.0,31421,30000,30000,0,30000,30000,0,30000,18000,12000,20979,20826,20826,20826,20826,712,696,16.263,9721,26.2,1805,26.2,0.0,0.0,0.0,0.0,0.50,2396,0.0,0.0,0.00,1939,0.0,0.0,0.00,1939,7047,1022,30186,15530,4785.9,11238,3639,35294,0,30186,29729,29729,33635,32143,0,33635,33567,33512,34106,0.0,20019,0,0.0
438,28Feb1958,5938.5,147.7,6000.0,29889,29888,30088,2.0,0.00,1.98,0.00,1.981,49101,4735.6,12687,1590.8,61797,0.0,0.0,0.0,62476,678.4,63295,63295,63295,63295,72294,4748.8,1695.0,3053.8,4250.0,988.0,1330.2,1931.8,72226,79632,1137.1,79556,79556,0,79556,110737,0.0,110737,106909,60000,46909,91357,30000,61357,44242,18000,26242,24514,24337,24337,24337,24372,20394,67489,19.807,87222,68.4,6270,68.4,34.3,34.3,0.0,34.3,0.00,15158,0.0,0.0,0.00,9965,0.0,0.0,0.00,9965,70793,2420,63860,15530,4785.9,11238,92012,54273,69394,63860,58668,58668,69878,64302,0,69878,69803,69727,70389,0.0,16136,0,0.0
439,31Mar1958,7354.6,1473.4,6000.0,44099,44096,44296,2.1,0.00,2.11,0.00,2.114,51279,2191.0,3773,1019.0,54074,0.0,0.0,0.0,54438,364.2,54692,54692,54692,54692,58373,1326.5,573.0,753.5,2354.2,526.8,682.2,1145.2,58353,62705,653.7,62169,62169,0,62169,68349,0.0,68349,67677,60000,7677,65132,30000,35132,38155,18000,20155,23003,22837,22837,22837,22837,3919,30879,17.890,46034,19.5,3698,19.5,12.1,12.1,0.0,12.1,0.00,2401,0.0,0.0,0.00,6106,0.0,0.0,0.00,6106,47873,2878,60811,15530,4785.9,11238,69940,54273,47321,60811,60811,60811,69725,64111,0,69725,69652,69560,70179,0.0,13000,0,0.0
440,30Apr1958,1715.0,1279.8,1742.3,11519,11517,11717,2.2,0.00,2.18,0.00,2.185,17997,1825.5,3473,981.8,21763,0.0,0.0,95.9,22080,316.4,22231,22231,22231,22231,26447,1678.4,515.3,1171.3,2557.7,479.6,769.9,1308.2,25032,26424,594.8,26437,26437,0,26437,31492,1896.6,30933,34561,34561,0,34561,30000,4561,31059,18000,13059,21242,21159,20730,20437,20478,1193,4679,16.806,14500,1417.9,797,1417.9,538.7,538.7,0.0,538.7,0.00,2828,57.6,50.7,6.92,7186,75.6,66.6,9.08,7192,17141,5056,52157,15530,4785.9,11238,29798,54273,7079,52069,52064,52062,66157,63506,0,66157,66062,65943,66724,0.0,13000,0,0.0
441,31May1958,6080.7,2896.6,4570.0,7155,6669,6946,564.8,53.99,510.83,485.46,25.371,9565,720.3,940,958.3,9862,0.0,0.0,1980.8,9905,42.6,9466,9466,9466,9466,12290,950.1,171.7,786.3,1897.5,289.2,836.4,892.2,10369,10963,107.4,11261,11261,0,11261,11292,4695.5,10550,10472,10472,0,10472,10472,0,10472,10472,0,10472,10442,9802,9369,10072,841,822,19.516,827,1943.8,487,1943.8,746.1,746.1,0.0,746.1,0.00,202,243.8,142.3,101.52,0,1109.2,976.1,133.10,45,145,8861,27806,15530,4785.9,7590,0,27906,0,27346,27271,27244,34119,34219,0,34119,33947,33774,35054,0.0,12400,0,0.0
442,30Jun1958,4599.7,2771.9,4626.0,8447,7947,8147,581.0,55.46,525.51,499.29,26.217,9813,475.7,437,753.4,10686,0.0,0.0,1432.7,10728,41.9,9531,9531,9531,9531,10868,297.2,55.1,250.3,1061.9,187.7,638.2,452.8,7904,7971,66.9,8304,8304,0,8304,7897,3090.7,6694,8188,8188,0,8188,8188,0,8188,8188,0,8188,8353,7130,6324,7846,247,224,23.528,228,3000.0,0,3000.0,1187.6,1187.6,0.0,1187.6,0.00,299,1242.1,1042.8,199.35,0,2178.0,1916.6,261.36,66,166,8659,16402,15530,972.2,0,0,16502,0,15763,15616,15564,20358,20458,0,20358,20145,19858,21406,0.0,11443,0,0.0
