A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
439,31Mar1958,5462,1473,5482,40126,40124,40324,2,0,2,0,2,47043,2114,3621,983,49837,0,0,0,50189,351,50434,53986,1280,553,727,2272,508,658,1105,53966,58244,631,57706,57706,0,57706,63887,0,63887,63215,60000,3215,62149,30000,32149,37462,18000,19462,22831,22676,22676,22676,22676,2392,27061,18,41696,20,3647,20,12,12,0,12,0,2401,0,0,0,6106,0,0,0,6106,41662,2500,0,60890,12533,3977,20549,24932,32565,1138,60890,60890,60890,68099,73000,21078,68099,68099,68099,68027,68000,68591,0,0,0,76152,68591,68591,68591,0,13000,21081,16340,31170,0,0,0,13000,13000,13000
440,30Apr1958,1692,1280,1719,11738,11736,11936,2,0,2,0,2,18333,1762,3688,947,22099,0,0,0,22405,305,22548,26616,1619,497,1130,2468,463,743,1262,26332,27653,574,27704,27704,0,27704,32759,0,32638,36267,36267,0,36267,30000,6267,31455,18000,13455,21340,21275,21194,21140,21148,1144,5939,17,16058,286,747,286,115,115,0,115,0,2505,58,51,7,6864,76,67,9,6870,14938,4438,0,55985,12533,3977,20549,24932,1166,0,55897,55892,55890,68900,70041,0,68900,68900,68900,68804,68742,69497,0,0,0,70638,69497,69497,69497,0,13000,21081,16340,32076,0,0,0,13000,13000,13000
441,31May1958,6910,2881,4570,9384,8898,9098,565,54,511,485,25,11811,695,1093,925,12108,0,0,0,12149,41,11710,14430,917,166,759,1827,279,807,861,12509,13081,104,13360,13360,0,13360,13391,0,12534,12456,12456,0,12456,12456,0,12456,12456,0,12456,12429,11789,11357,12137,810,791,20,796,1944,469,1944,746,746,0,746,0,202,244,142,102,0,1109,976,133,45,45,8764,0,32204,12533,3977,15694,0,0,0,31744,31669,31642,41253,40164,0,41253,41253,41253,41081,40982,42235,0,0,0,41146,42235,42235,42235,0,12400,21081,16340,4814,0,0,0,12400,12400,12400
442,30Jun1958,4705,2772,4626,9502,9002,9320,581,55,526,499,26,11027,459,521,727,11900,0,0,1927,11941,40,10789,12071,286,53,242,1017,181,616,437,9837,9902,65,10223,10223,0,10223,9816,1168,8802,10296,10296,0,10296,10296,0,10296,10296,0,10296,10436,9541,8951,10379,230,207,24,211,2270,0,2270,920,920,0,920,0,299,1242,1043,199,0,2178,1917,261,66,66,9409,0,23544,12533,3977,7034,0,0,0,22905,22758,22705,29266,28717,0,29266,29266,29266,29053,28821,30346,0,0,0,29798,30346,30346,30346,0,11708,21081,9265,0,0,0,0,11708,11708,11708
443,31Jul1958,3800,3161,1102,13645,12800,12950,982,94,887,850,37,13717,148,220,399,14392,0,0,5245,14399,7,13069,13400,74,22,60,277,72,285,207,10894,10935,42,11150,11150,0,11150,9822,1043,8677,9441,9441,0,9441,9441,0,9441,9441,0,9441,9531,8426,7718,9244,23,0,23,3,2552,0,2552,1046,1046,0,1046,0,320,948,728,220,0,2407,2118,289,48,48,5091,0,12709,12533,664,0,0,0,0,12211,12049,11991,14331,14801,0,14819,14819,14819,14117,13862,15419,0,0,0,15889,15907,15907,15907,0,5000,15419,0,0,0,0,0,5000,5000,5000
444,31Aug1958,2268,3354,450,13313,12480,12630,968,93,875,837,37,13093,77,116,270,13747,0,0,3056,13748,1,12656,12762,21,9,20,106,52,163,157,10582,10617,35,10756,10756,0,10756,9834,1815,8884,9543,9543,0,9543,9543,0,9543,9543,0,9543,9586,8673,8094,9331,68,0,68,12,2220,0,2220,908,908,0,908,0,265,726,560,165,0,1807,1590,217,55,55,2865,0,11933,11627,0,0,0,0,0,11524,11402,11358,14979,14674,0,14674,14979,14979,14790,14667,16062,0,0,0,15757,15757,16062,16062,0,5000,16062,0,0,0,0,0,5000,5000,5000
445,30Sep1958,3055,2550,450,11831,11193,11343,741,71,670,638,33,11755,73,92,247,12436,0,0,0,12436,0,12137,12272,6,5,10,154,50,132,139,11671,11726,32,11831,11831,0,11831,10985,0,10839,11495,11495,0,11495,11495,0,11495,11495,0,11495,11476,11288,11190,11339,125,43,82,98,628,23,628,247,247,0,247,0,186,479,392,86,0,944,831,113,58,58,1960,0,19519,12533,3333,0,0,0,0,19282,19219,19196,20877,17132,0,17224,20730,20730,20490,20429,21492,0,0,0,17747,17838,21345,21345,0,5000,21081,411,0,0,0,0,5000,5000,5000
446,31Oct1958,2175,1432,373,8830,8555,8755,320,30,289,274,15,9215,94,100,265,9588,0,0,0,9591,2,9373,9609,4,5,7,257,50,122,134,9015,9365,30,9437,9437,0,9437,8951,0,8808,8556,8556,0,8556,8556,0,8556,8556,0,8556,8462,8353,8280,8219,258,258,0,258,603,320,603,213,213,0,213,156,69,316,278,38,0,415,365,50,56,56,1245,0,13528,11974,0,0,0,0,0,13376,13348,13338,14827,13273,0,13273,14827,14827,14558,14528,15327,0,0,0,13774,13774,15327,15327,0,7000,15327,0,0,0,0,0,7000,7000,7000
447,30Nov1958,299,654,300,6668,6595,6795,85,8,77,71,6,7332,143,106,287,7644,0,0,0,7651,7,7625,7966,27,8,27,329,54,131,144,7148,7429,34,7526,7526,0,7526,7141,0,6869,6740,6740,0,6740,6740,0,6740,6740,0,6740,6768,6585,6460,6411,191,191,0,191,819,247,819,239,239,0,239,82,58,7,0,7,0,81,71,10,9,9,851,0,9343,7426,0,0,0,0,0,9334,9278,9276,13263,11040,0,11040,11040,11040,13174,13082,13808,0,0,0,11585,11585,11585,11585,0,7000,13808,0,0,0,0,0,7000,7000,7000
448,31Dec1958,398,402,300,3396,3393,3593,2,0,2,0,2,4177,183,112,289,4573,0,0,0,4582,9,4586,4966,46,11,36,333,56,132,145,4694,4750,44,4862,4862,0,4862,4743,0,4686,4722,4722,0,4722,4722,0,4722,4722,0,4722,4805,4767,4741,4887,150,117,34,124,272,12,272,108,108,0,108,0,0,0,0,0,13,0,0,0,13,13,660,0,10631,10631,0,0,0,0,0,10631,10631,10631,13187,13187,0,13187,13187,13187,13042,12976,13608,0,0,0,13608,13608,13608,13608,0,13608,13608,0,0,0,0,0,13608,13608,13608
449,31Jan1959,2337,401,300,11186,11184,11384,2,0,2,0,2,14494,1207,1393,510,16567,0,0,0,16716,150,16830,18656,669,147,522,1158,219,444,495,18582,19463,218,19594,19594,0,19594,20526,2530,20526,19919,19919,0,19919,19919,0,19919,18000,1919,18476,18597,18597,18597,18597,473,457,16,1903,75,664,75,42,42,0,42,0,1134,0,0,0,1196,0,0,0,1196,2232,1133,0,22237,12533,3977,6763,0,0,0,22237,22237,22237,25473,25977,0,25473,25473,25473,25352,25352,25920,0,0,0,26425,25920,25920,25920,0,23051,21081,4839,0,0,0,0,23051,23051,23051
450,28Feb1959,362,1106,300,13489,13487,13867,2,0,2,0,2,18249,1736,1984,662,20449,0,0,0,20773,324,20883,23108,557,228,329,1669,393,526,750,23040,24543,418,24462,24462,0,24462,29093,1990,29093,29273,29273,0,29273,29273,0,29273,18000,11273,20798,20530,20530,20530,20566,3180,3160,20,11640,68,1086,68,34,34,0,34,0,3292,0,0,0,2084,0,0,0,2084,9544,2036,0,40858,12533,3977,20549,11238,0,0,40858,39650,39650,43671,47277,0,43671,43671,43671,43595,43595,44224,0,0,0,47830,44224,44224,44224,0,21741,21081,16340,6803,0,0,0,21741,21741,21741
451,31Mar1959,815,738,300,3307,3255,3455,74,7,67,63,4,5272,487,931,398,5449,0,0,0,5477,28,5491,6711,558,94,471,687,96,271,320,6662,6791,117,6724,6724,0,6724,7324,2055,7317,8980,8980,0,8980,8980,0,8980,8980,0,8980,8814,8796,8782,8973,477,459,18,463,51,12,51,24,24,0,24,0,15,127,112,15,295,158,139,19,313,440,2669,0,14721,12533,2315,0,0,0,0,14709,14698,14694,15851,15914,0,15851,15851,15851,15673,15588,16337,0,0,0,16400,16337,16337,16337,0,13722,16337,0,0,0,0,0,13722,13722,13722
452,30Apr1959,721,2326,493,3634,3115,3315,750,72,678,651,27,4599,381,538,364,4635,0,0,2019,4645,10,4323,5165,376,57,327,487,84,314,270,4645,4741,66,4931,4931,0,4931,4338,2440,4105,5079,5079,0,5079,5079,0,5079,5079,0,5079,5229,5032,4898,5250,6,0,6,1,555,30,555,215,215,0,215,0,260,874,713,160,0,1654,1455,198,119,119,2821,0,8133,8522,0,0,0,0,0,7776,7658,7616,8980,9370,0,9370,9370,8980,8522,7933,9258,0,0,0,9648,9648,9648,9258,0,8943,9258,0,0,0,0,0,9263,9263,9263
453,31May1959,4175,2304,4189,8653,8069,8269,825,80,746,716,29,9100,227,286,318,9282,0,0,1755,9285,3,8498,8877,137,19,125,262,63,266,177,6540,6610,42,6789,6789,0,6789,6260,3016,5235,6336,6336,0,6336,6336,0,6336,6336,0,6336,6505,5486,4825,6483,16,16,0,16,2379,28,2379,958,958,0,958,0,287,728,541,187,0,1932,1700,232,79,79,1639,0,10463,11166,0,0,0,0,0,10058,9920,9871,11042,11744,0,11744,11744,11042,10545,10221,11616,0,0,0,12318,12318,12318,11616,0,11249,11616,0,0,0,0,0,11653,11653,11653
454,30Jun1959,3162,1835,2120,13371,12660,12978,1004,97,907,872,35,13414,64,122,249,13664,0,0,5313,13665,0,12580,12687,36,7,37,91,43,201,124,10129,10172,30,10262,10262,0,10262,9608,4377,8463,8935,8935,0,8935,8935,0,8935,8935,0,8935,9010,7915,7197,8506,13,13,0,13,2602,12,2602,1022,1022,0,1022,0,317,1199,982,217,0,2238,1970,269,68,68,1638,0,12420,12334,0,0,0,0,0,11921,11762,11705,12391,12305,0,12156,12156,12156,11835,11709,13293,0,0,0,13135,12985,12985,12985,0,11792,13293,0,0,0,0,0,11849,11792,11792
455,31Jul1959,3034,1917,1102,16076,15308,15458,1085,105,980,943,37,15714,12,57,188,16055,0,0,3008,16055,0,14872,14852,0,1,6,0,35,118,100,12366,12390,24,12405,12405,0,12405,11781,0,10667,10959,10959,0,10959,10959,0,10959,10959,0,10959,10888,9744,9010,10319,5,5,0,5,2537,0,2537,996,996,0,996,0,335,901,666,235,0,2423,2132,291,48,48,1154,0,19905,12533,3977,3049,0,0,0,19388,19215,19153,23446,22802,0,23101,23101,23101,23251,22892,24450,0,0,0,23780,24079,24079,24079,0,5000,21081,3369,0,0,0,0,5000,5000,5000
456,31Aug1959,3193,1812,870,11468,10783,10933,967,93,874,839,34,11164,10,51,170,11541,0,0,411,11542,0,10624,10602,0,0,2,0,34,95,92,8593,8616,23,8635,8635,0,8635,8260,0,7442,8058,8058,0,8058,8058,0,8058,8058,0,8058,7914,7079,6550,7855,10,10,0,10,2049,0,2049,837,837,0,837,0,275,728,552,175,0,1812,1594,217,55,55,1285,0,15203,12533,2657,0,0,0,0,14778,14648,14602,16372,16286,0,16360,16360,16360,15907,15682,17078,0,0,0,16992,17065,17065,17065,0,5000,17078,0,0,0,0,0,5000,5000,5000
457,30Sep1959,2944,682,870,6015,5930,6080,120,11,108,103,6,6394,49,76,189,6740,0,0,0,6742,2,6537,6661,8,5,11,142,38,108,99,6186,6224,26,6312,6312,0,6312,6076,224,5997,6873,6873,0,6873,6873,0,6873,6873,0,6873,6842,6760,6713,7542,125,125,0,125,492,12,492,181,181,0,181,0,182,132,100,32,0,328,288,39,20,20,2070,0,11689,9595,0,0,0,0,0,11546,11472,11464,13540,11447,0,11447,11447,11474,13278,13178,14078,0,0,0,11984,11984,11984,12012,0,5000,14078,0,0,0,0,0,5000,5000,5000
458,31Oct1959,1127,1083,373,7303,7026,7226,391,38,354,339,15,7553,41,87,199,7700,0,0,0,7702,2,7482,7632,1,3,6,174,39,98,100,7037,7064,27,7177,7177,0,7177,6747,1486,6602,6854,6854,0,6854,6854,0,6854,6854,0,6854,6844,6730,6655,6603,123,123,0,123,607,0,607,211,211,0,211,156,45,375,330,45,63,465,409,56,126,126,793,0,8427,8427,0,0,0,0,0,8300,8266,8254,8784,8784,0,8784,8784,8784,8519,8489,9314,0,0,0,9314,9314,9314,9314,0,7000,9314,0,0,0,0,0,7000,7000,7000
459,30Nov1959,804,547,300,7864,7757,7957,151,14,136,129,7,8298,60,82,199,8467,0,0,0,8469,3,8439,8652,0,3,5,235,39,95,100,7827,7863,25,7941,7941,0,7941,7716,0,7439,7595,7595,0,7595,7595,0,7595,7595,0,7595,7599,7415,7286,7093,105,105,0,105,827,11,827,240,240,0,240,82,20,8,0,8,0,86,75,10,10,10,426,0,8577,8577,0,0,0,0,0,8568,8550,8548,9164,9164,0,9164,9164,9164,8965,8935,9631,0,0,0,9631,9631,9631,9631,0,7000,9631,0,0,0,0,0,7000,7000,7000
460,31Dec1959,554,307,300,5486,5484,5684,2,0,2,0,2,6078,104,80,209,6395,0,0,0,6398,3,6398,6664,17,6,12,248,40,102,106,6405,6447,32,6498,6498,0,6498,6056,0,6005,6025,6025,0,6025,6025,0,6025,6025,0,6025,6017,5985,5962,6178,119,119,0,119,259,10,259,105,105,0,105,0,0,0,0,0,23,0,0,0,23,23,414,0,7873,7873,0,0,0,0,0,7873,7873,7873,8762,8762,0,8762,8762,8762,8618,8612,9186,0,0,0,9186,9186,9186,9186,0,9186,9186,0,0,0,0,0,9186,9186,9186
461,31Jan1960,577,318,300,3377,3375,3575,2,0,2,0,2,4597,565,206,252,5824,0,0,0,5858,34,5863,6399,100,32,68,436,78,170,188,6324,6436,102,6523,6523,0,6523,6474,0,6474,6988,6988,0,6988,6988,0,6988,6988,0,6988,7043,7043,7043,7770,243,227,16,230,75,10,75,42,42,0,42,0,233,0,0,0,70,0,0,0,70,99,524,0,10661,10690,0,0,0,0,0,10661,10498,10498,11846,11875,0,11846,11846,11846,11725,11725,12294,0,0,0,12323,12294,12294,12294,0,12030,12294,0,0,0,0,0,12030,12030,12030
462,29Feb1960,540,244,300,3384,3382,3582,1,0,1,0,1,8895,1830,2877,606,12299,0,0,0,12580,282,12768,15598,1470,372,1098,1360,293,445,622,15532,15979,309,16051,16051,0,16051,19066,0,19066,19560,19560,0,19560,19560,0,19560,18000,1560,18387,18404,18404,18404,18438,3020,3001,19,4178,66,137,66,33,33,0,33,0,1358,0,0,0,1819,0,0,0,1819,3590,1101,0,25550,12533,3977,10810,0,0,0,25550,25550,25550,28110,29096,0,28110,28110,28110,27972,27972,28580,0,0,0,29566,28580,28580,28580,0,19477,21081,7499,0,0,0,0,19477,19477,19477
463,31Mar1960,382,1039,300,3320,3318,3518,2,0,2,0,2,6511,1005,1498,490,8100,0,0,0,8197,97,8230,10418,1002,173,829,1185,163,438,584,10390,11038,265,10974,10974,0,10974,11509,0,11509,12525,12525,0,12525,12525,0,12525,12525,0,12525,12298,12298,12298,12430,733,715,18,719,27,382,27,16,16,0,16,0,0,0,0,0,257,0,0,0,257,472,1150,0,15861,12533,3543,0,0,0,0,15860,15860,15860,17524,17642,0,17524,17524,17524,17397,17307,17954,0,0,0,18072,17954,17954,17954,0,13890,17954,0,0,0,0,0,13890,13890,13890
464,30Apr1960,678,1794,493,7161,6962,7162,298,29,269,256,13,8387,320,544,362,8716,0,0,0,8746,30,8744,9809,342,70,281,749,93,322,362,9350,9471,91,9527,9527,0,9527,8922,1348,8724,9388,9388,0,9388,9388,0,9388,9388,0,9388,9379,9222,9118,9300,4,4,0,4,466,30,466,181,181,0,181,0,186,552,466,86,0,906,797,109,65,65,2288,0,12696,12533,1159,0,0,0,0,12340,12277,12254,14425,14918,0,14950,14950,14425,13971,13388,14695,0,0,0,15188,15220,15220,14695,0,12769,14695,0,0,0,0,0,13054,13054,13054
465,31May1960,4171,1843,4189,5177,4807,5007,551,53,498,477,21,6086,304,417,359,6721,0,0,3009,6747,26,6406,7095,251,40,219,459,75,338,242,4991,5072,64,5160,5160,0,5160,4853,1159,3919,4931,4931,0,4931,4931,0,4931,4931,0,4931,4964,4106,3563,5177,153,133,20,139,2141,17,2141,850,850,0,850,0,226,299,173,126,0,1332,1172,160,54,54,1660,0,8250,8215,0,0,0,0,0,7874,7782,7748,9788,9753,0,9753,9753,9788,9321,8950,10270,0,0,0,10234,10234,10234,10270,0,10253,10270,0,0,0,0,0,10220,10220,10220
466,30Jun1960,2856,1528,2120,12965,12286,12604,1012,97,914,876,38,13172,66,215,288,13352,0,0,2730,13353,1,12861,13158,111,14,105,207,46,302,138,10490,10534,32,10688,10688,0,10688,9930,1354,8741,8988,8988,0,8988,8988,0,8988,8988,0,8988,9166,8054,7325,8510,10,10,0,10,2713,12,2713,1099,1099,0,1099,0,312,828,616,212,0,2238,1970,269,68,68,1531,0,13696,12533,3634,0,0,0,0,13176,13020,12964,14910,16644,0,16744,16744,14910,14341,13768,15355,0,0,0,17089,17189,17189,15355,0,12505,15355,0,0,0,0,0,13020,13020,13020
467,31Jul1960,2703,1555,1102,13575,12844,12994,1085,105,980,943,37,13253,9,77,174,13476,0,0,1740,13476,0,12940,12930,10,3,14,0,33,134,97,10544,10567,22,10581,10581,0,10581,9989,0,8894,9448,9448,0,9448,9448,0,9448,9448,0,9448,9388,8291,7588,8943,4,4,0,4,2436,0,2436,956,956,0,956,0,329,786,557,229,0,2423,2132,291,48,48,1170,0,19131,12533,3977,2484,0,0,0,18649,18480,18419,20407,19671,0,19577,19577,19577,20207,19742,21285,0,0,0,20182,20447,20447,20447,0,5000,21081,204,0,0,0,0,5000,5000,5000
468,31Aug1960,2944,1505,870,10770,10116,10266,974,94,880,844,37,10478,2,57,153,10797,0,0,846,10797,0,10369,10347,0,1,4,0,32,112,86,8536,8556,20,8592,8592,0,8592,8117,918,7338,7468,7468,0,7468,7468,0,7468,7468,0,7468,7380,6603,6111,7374,7,7,0,7,1852,0,1852,725,725,0,725,0,271,1029,858,171,0,1812,1594,217,55,55,1269,0,10563,9649,0,0,0,0,0,10166,10040,9995,12004,11083,0,11083,11083,11083,11826,11585,12942,0,0,0,11723,11723,11723,11723,0,5000,12942,0,0,0,0,0,5000,5000,5000
469,30Sep1960,2224,1002,870,5231,4714,4864,770,74,696,667,29,5096,10,63,159,5392,0,0,0,5392,0,5368,5383,0,1,2,40,33,99,86,4781,4824,20,4909,4909,0,4909,4485,0,4341,4660,4660,0,4660,4660,0,4660,4660,0,4660,4626,4434,4334,4818,90,32,58,71,630,23,630,250,250,0,250,0,191,634,544,91,0,960,844,115,59,59,1300,0,7542,7497,0,0,0,0,0,7307,7240,7217,8647,8603,0,8603,8603,8603,8282,8143,9180,0,0,0,9135,9135,9135,9135,0,5000,9180,0,0,0,0,0,5000,5000,5000
470,31Oct1960,1127,943,373,5798,5593,5793,305,29,276,263,13,6096,36,95,171,6295,0,0,0,6295,0,6178,6343,0,2,4,192,33,96,95,5749,5772,23,5909,5909,0,5909,5531,0,5388,5190,5190,0,5190,5190,0,5190,5190,0,5190,5231,5119,5047,4994,135,67,68,105,602,0,602,213,213,0,213,114,54,355,313,43,43,450,396,54,104,104,498,0,7136,7136,0,0,0,0,0,7005,6973,6962,8030,8030,0,8030,8030,8030,7776,7637,8439,0,0,0,8439,8439,8439,8439,0,7000,8439,0,0,0,0,0,7000,7000,7000
471,30Nov1960,802,314,300,5686,5684,5884,2,0,2,0,2,6752,446,116,306,7580,0,0,0,7660,80,7660,8267,61,11,50,546,117,207,222,7645,7726,70,7809,7809,0,7809,8153,0,7979,7872,7872,0,7872,7872,0,7872,7872,0,7872,7882,7766,7685,7874,192,157,35,165,622,11,622,175,175,0,175,111,0,0,0,0,35,0,0,0,35,60,625,0,10212,8957,0,0,0,0,0,10212,10212,10212,12485,11230,0,11218,11218,12498,12344,12205,12792,0,0,0,11538,11526,11526,12805,0,8059,12792,0,0,0,0,0,7499,7499,7499
472,31Dec1960,548,298,300,4157,4155,4355,2,0,2,0,2,6917,1312,781,470,9040,0,0,0,9253,213,9284,10464,372,91,281,807,200,271,335,10226,10375,119,10399,10399,0,10399,11778,0,11739,12862,12862,0,12862,12862,0,12862,12862,0,12862,12800,12774,12756,13376,301,267,34,275,237,30,237,98,98,0,98,16,0,0,0,0,81,0,0,0,81,206,760,0,14726,12533,2318,0,0,0,0,14726,14726,14726,16049,16111,0,16049,16049,16049,15916,15777,16345,0,0,0,16407,16345,16345,16345,0,15587,16345,0,0,0,0,0,15587,15587,15587
473,31Jan1961,394,313,300,3342,3341,3541,2,0,2,0,2,5142,601,706,295,5947,0,0,0,6016,69,6078,6916,305,101,204,533,104,210,219,6841,7385,83,7382,7382,0,7382,7074,0,7074,6895,6895,0,6895,6895,0,6895,6895,0,6895,6747,6747,6747,7823,253,237,16,241,75,461,75,42,42,0,42,0,107,0,0,0,138,0,0,0,138,143,542,0,9774,9779,0,0,0,0,0,9774,9774,9774,11879,11884,0,11879,11879,11879,11766,11627,12195,0,0,0,12200,12195,12195,12195,0,12107,12195,0,0,0,0,0,12107,12107,12107
474,28Feb1961,280,324,300,7835,7834,8034,2,0,2,0,2,13343,2045,2515,750,15178,0,0,0,15461,284,15579,17926,892,226,666,1454,303,511,641,17857,18623,259,18728,18728,0,18728,22950,0,22950,24645,24645,0,24645,24645,0,24645,18000,6645,19649,19742,19742,19742,19777,3010,2991,20,7990,68,506,68,34,34,0,34,0,1650,0,0,0,1882,0,0,0,1882,4231,765,0,29991,12533,3977,15829,0,0,0,29991,29991,29991,30964,32216,0,30964,30964,30964,30826,30687,31316,0,0,0,32568,31316,31316,31316,0,20060,21081,10235,0,0,0,0,20060,20060,20060
475,31Mar1961,290,750,300,6135,6134,6334,2,0,2,0,2,9041,1109,1094,504,10495,0,0,0,10665,170,10694,12164,491,98,393,979,195,330,454,12145,12371,201,12302,12302,0,12302,13735,0,13735,15835,15835,0,15835,15835,0,15835,15835,0,15835,15607,15607,15607,15607,503,486,18,490,20,25,20,12,12,0,12,0,196,3,2,0,463,3,3,0,464,482,729,0,17079,12533,3977,587,0,0,0,17079,17079,17078,17605,17478,0,17605,17605,17605,17483,17340,17912,0,0,0,17784,17912,17912,17912,0,14589,17912,0,0,0,0,0,14589,14589,14589
476,30Apr1961,611,1711,493,3876,3581,3781,418,40,378,361,17,5433,589,640,423,5912,0,0,1519,5953,41,5925,7072,433,64,378,739,104,331,378,6626,6744,88,6808,6808,0,6808,6531,1599,6336,7350,7350,0,7350,7350,0,7350,7350,0,7350,7298,7153,7051,7305,5,0,5,1,461,30,461,180,180,0,180,0,203,674,571,103,0,1079,949,129,78,78,1598,0,10160,10914,0,0,0,0,0,9847,9771,9744,10528,11282,0,11282,11282,10528,10116,9727,10936,0,0,0,11690,11690,11690,10936,0,10238,10936,0,0,0,0,0,10782,10782,10782
477,31May1961,4164,1653,4189,8733,8298,8498,601,58,543,520,23,9638,388,367,386,10178,0,0,2195,10194,15,9543,10281,257,29,237,501,87,338,275,8075,8147,55,8299,8299,0,8299,7694,2445,6708,7079,7079,0,7079,7079,0,7079,7079,0,7079,7220,6359,5785,7149,14,0,14,4,2242,17,2242,884,884,0,884,0,267,770,603,167,0,1745,1536,209,71,71,877,0,10454,10514,0,0,0,0,0,10043,9920,9876,10914,10974,0,10974,10974,10550,10419,10019,11385,0,0,0,11445,11445,11445,11020,0,10706,11385,0,0,0,0,0,11003,11003,11003
478,30Jun1961,2302,1439,2120,13018,12343,12661,932,90,842,807,35,13394,183,201,349,13918,0,0,2430,13924,6,13112,13487,107,13,102,289,49,341,155,10924,10970,35,11059,11059,0,11059,10400,3104,9255,9840,9840,0,9840,9840,0,9840,9840,0,9840,9935,8878,8185,9671,11,11,0,11,2605,12,2605,1056,1056,0,1056,0,313,812,599,213,0,2220,1954,266,67,67,910,0,14646,12533,2334,0,0,0,0,14119,13962,13906,14861,15019,0,15083,15083,14835,14288,13752,15334,0,0,0,15492,15556,15556,15308,0,12439,15334,0,0,0,0,0,12515,12515,12515
479,31Jul1961,2600,1461,1102,16076,15287,15437,1085,105,980,943,37,15751,28,78,208,16213,0,0,2280,16215,1,15263,15249,6,2,11,0,30,148,100,12761,12784,23,12813,12813,0,12813,12108,3852,11004,11262,11262,0,11262,11262,0,11262,11262,0,11262,11199,10099,9394,10491,4,4,0,4,2538,0,2538,1040,1040,0,1040,0,332,898,666,232,0,2423,2132,291,48,48,869,0,13962,12533,430,0,0,0,0,13475,13304,13243,13979,12837,0,12849,12849,12849,13415,13144,14706,0,0,0,13564,13576,13576,13576,0,5000,14706,0,0,0,0,0,5000,5000,5000
480,31Aug1961,2944,1396,870,10240,9541,9691,964,93,872,835,37,9944,16,67,169,10415,0,0,1869,10415,0,9669,9648,0,1,4,0,28,108,91,7793,7814,21,7846,7846,0,7846,7287,3584,6516,6995,6995,0,6995,6995,0,6995,6995,0,6995,6873,6108,5624,6884,8,8,0,8,1895,0,1895,774,774,0,774,0,273,1038,864,173,0,1807,1590,217,55,55,1289,0,8660,8530,0,0,0,0,0,8261,8133,8088,8840,8710,0,8710,8710,8710,8360,8057,9456,0,0,0,9325,9325,9325,9325,0,5000,9456,0,0,0,0,0,5000,5000,5000
481,30Sep1961,2224,953,870,5347,4889,5039,632,61,571,546,25,5304,26,80,158,5703,0,0,0,5704,0,5594,5657,0,1,4,88,30,93,86,5069,5114,22,5227,5227,0,5227,4589,747,4456,5360,5360,0,5360,5360,0,5360,5360,0,5360,5380,5207,5117,5804,105,105,0,105,608,23,608,239,239,0,239,0,180,732,644,88,0,916,806,110,57,57,1200,0,8549,8407,0,0,0,0,0,8319,8254,8231,8915,8773,0,8773,8773,8773,8554,8310,9392,0,0,0,9250,9250,9250,9250,0,5000,9392,0,0,0,0,0,5000,5000,5000
482,31Oct1961,1127,1052,373,7392,7156,7356,325,31,294,280,14,7724,57,82,229,7926,0,0,0,7926,0,7752,7880,0,2,3,154,32,93,90,7284,7307,23,7441,7441,0,7441,6876,734,6733,6730,6730,0,6730,6730,0,6730,6730,0,6730,6759,6648,6573,6530,101,101,0,101,607,0,607,214,214,0,214,157,92,195,151,43,0,450,396,54,61,61,596,0,8293,8293,0,0,0,0,0,8164,8132,8121,8533,8533,0,8533,8533,8533,8268,8099,8913,0,0,0,8913,8913,8913,8913,0,7000,8913,0,0,0,0,0,7000,7000,7000
483,30Nov1961,803,328,300,5924,5922,6122,2,0,2,0,2,6817,294,123,278,7657,0,0,0,7676,18,7659,8027,44,16,27,324,63,130,132,7362,7414,41,7472,7472,0,7472,7127,0,6923,6810,6810,0,6810,6810,0,6810,6810,0,6810,6786,6652,6558,6577,84,84,0,84,665,11,665,187,187,0,187,83,30,0,0,0,0,0,0,0,0,1,477,0,7854,7855,0,0,0,0,0,7854,7824,7824,8758,8758,0,8758,8758,8758,8598,8458,9046,0,0,0,9047,9046,9046,9046,0,7000,9046,0,0,0,0,0,7000,7000,7000
