A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
492,30Sep1962,9,0,5484,5467,5405,0,0,0,0,0,0,0,5346,5133,4379,0,0,0,0,0,0,0,4379,4379,4356,3082,0,0,0,0,0,0,0,3020,3020,3020,2857,2857,2857,0,0,0,0,0,0,0,2850,2758,2754,2754,212,87,81,61,1962,792,1962,1781,1756,1752,1743,1650,1642,1423,1350,903,751,700,684,682,792,789,789,771,767,81,132,1962,1430,72,1040,702,0,0,0,277,171,0,0,0,171,0,0,0,0,0,0
493,31Oct1962,5,0,4501,4491,4469,0,0,0,0,0,0,0,4421,4309,3014,0,0,0,0,0,0,0,3014,3014,2999,2999,0,0,0,0,0,0,0,2955,2955,2955,2872,2872,2872,0,0,0,0,0,0,0,2867,2821,2818,2818,112,79,68,48,1998,820,1998,1862,1838,1836,1829,1647,1642,1450,1371,846,695,655,638,636,820,818,818,806,803,59,112,2769,500,24,352,242,0,0,0,88,50,0,0,0,50,0,0,0,0,0,0
494,30Nov1962,4,0,3854,3848,3796,0,0,0,0,0,0,0,3764,3702,2578,0,0,0,0,0,0,0,2578,2578,2566,2566,0,0,0,0,0,0,0,2544,2544,2544,2503,2503,2503,0,0,0,0,0,0,0,2499,2474,2472,2472,62,53,41,25,1744,728,1744,1632,1613,1611,1606,1564,1560,1328,1225,786,642,613,599,598,728,726,726,687,685,47,120,4811,129,0,83,59,0,0,0,22,13,0,0,0,13,0,0,0,0,0,0
495,31Dec1962,4,0,3197,3187,3039,0,0,0,0,0,0,0,3017,2950,2049,0,0,0,0,0,0,0,2049,2049,2041,2041,0,0,0,0,0,0,0,2029,2029,2029,2016,2016,2016,0,0,0,0,0,0,0,2014,1999,1998,1998,67,58,46,30,1407,591,1407,1338,1321,1320,1316,1284,1281,1044,945,584,506,501,488,487,591,590,590,582,580,33,96,3845,85,0,59,41,0,0,0,14,8,0,0,0,8,0,0,0,0,0,0
496,31Jan1963,5,0,2130,2130,2130,0,0,0,0,0,0,0,2097,1999,1831,0,0,0,0,0,0,0,1831,1831,1823,1823,0,0,0,0,0,0,0,1815,1815,1815,1783,1783,1783,0,0,0,0,0,0,0,1781,1756,1754,1754,99,70,67,43,780,974,780,683,665,665,661,586,583,494,461,260,213,213,198,197,974,973,973,972,970,70,40,4278,85,5,59,41,0,0,0,14,8,0,0,0,8,0,0,0,0,0,0
497,28Feb1963,8,0,2586,2586,2586,0,0,0,0,0,0,0,2551,2437,2178,0,0,0,0,0,0,0,2178,2178,2168,2168,0,0,0,0,0,0,0,2157,2157,2157,2123,2123,2123,0,0,0,0,0,0,0,2120,2092,2091,2091,113,87,82,54,863,1228,863,755,733,732,728,640,637,549,516,253,206,206,196,194,1228,1227,1227,1225,1223,76,40,11624,1397,92,1139,923,0,0,0,535,387,0,0,0,387,0,0,0,0,0,0
498,31Mar1963,8,0,1770,1770,1770,0,0,0,0,0,0,0,1754,1683,1500,0,0,0,0,0,0,0,1500,1500,1490,1490,0,0,0,0,0,0,0,1488,1488,1488,1477,1477,1477,0,0,0,0,0,0,0,1474,1455,1454,1454,71,58,47,32,514,939,514,469,451,450,446,401,398,365,354,201,156,156,142,141,939,938,938,934,932,38,63,1750,836,0,631,410,0,0,0,217,166,0,0,0,166,0,0,0,0,0,0
499,30Apr1963,11,0,2401,2401,2401,0,0,0,0,0,0,0,2392,2309,2225,0,0,0,0,0,0,0,2225,2225,2211,2211,0,0,0,0,0,0,0,2209,2209,2209,2185,2185,2185,0,0,0,0,0,0,0,2180,2122,2120,2120,84,60,47,32,876,1243,876,843,829,827,821,785,781,741,741,364,307,307,287,285,1243,1241,1241,1233,1230,46,61,6744,1704,0,1303,838,0,0,0,472,373,0,0,0,373,0,0,0,0,0,0
500,31May1963,15,0,3062,3060,3049,0,0,0,0,0,0,0,3038,2881,2487,0,0,0,0,0,0,0,2487,2487,2467,2467,0,0,0,0,0,0,0,2459,2459,2459,2401,2401,2401,0,0,0,0,0,0,0,2395,2293,2290,2290,157,68,53,38,1140,1150,1140,1046,1018,1016,1007,968,961,949,949,535,466,457,439,436,1150,1147,1147,1131,1127,62,83,7978,2138,123,1624,1052,0,0,0,565,435,0,0,0,435,0,0,0,0,0,0
501,30Jun1963,24,0,1890,1890,1890,0,0,0,0,0,0,0,1890,1890,1890,0,0,0,0,0,0,0,1890,1890,1865,1865,0,0,0,0,0,0,0,1856,1856,1856,1856,1856,1856,0,0,0,0,0,0,0,1849,1849,1845,1845,0,0,0,0,1140,705,1140,1140,1140,1140,1129,1067,1059,1044,1044,620,546,493,475,472,705,701,701,683,678,80,88,2588,3035,135,2277,1496,0,0,0,719,518,0,0,0,518,0,0,0,0,0,0
502,31Jul1963,26,0,5316,5285,4891,0,0,0,0,0,0,0,4813,4459,2686,0,0,0,0,0,0,0,2686,2686,2658,2658,0,0,0,0,0,0,0,2646,2646,2646,2317,2317,2317,0,0,0,0,0,0,0,2309,2100,2095,2095,354,69,69,49,1575,520,1575,1381,1358,1355,1343,1265,1255,1236,1236,768,670,617,603,600,520,516,516,492,486,92,94,3566,3180,145,2362,1569,0,0,0,692,469,0,0,0,469,0,0,0,0,0,0
503,31Aug1963,22,0,4695,4681,4485,0,0,0,0,0,0,0,4396,4128,2682,0,0,0,0,0,0,0,2682,2682,2659,2659,0,0,0,0,0,0,0,2649,2649,2649,2437,2437,2437,0,0,0,0,0,0,0,2430,2276,2272,2272,268,69,69,50,1827,445,1827,1605,1569,1566,1556,1495,1487,1341,1341,897,792,739,725,723,445,441,441,419,414,91,95,2676,2784,119,2062,1372,0,0,0,599,403,0,0,0,403,0,0,0,0,0,0
504,30Sep1963,9,0,3736,3722,3700,0,0,0,0,0,0,0,3656,3476,2629,0,0,0,0,0,0,0,2629,2629,2606,2606,0,0,0,0,0,0,0,2544,2544,2544,2352,2352,2352,0,0,0,0,0,0,0,2345,2245,2242,2242,180,68,68,49,1806,435,1806,1618,1606,1603,1593,1516,1508,1251,1251,853,740,690,678,675,435,432,432,414,409,83,92,2747,1551,72,1135,762,0,0,0,313,200,0,0,0,200,0,0,0,0,0,0
505,31Oct1963,5,0,3197,3190,3173,0,0,0,0,0,0,0,3140,3045,2549,0,0,0,0,0,0,0,2549,2549,2533,2533,0,0,0,0,0,0,0,2489,2489,2489,2386,2386,2386,0,0,0,0,0,0,0,2382,2344,2341,2341,95,67,60,42,1668,673,1668,1527,1517,1516,1509,1415,1410,1181,1085,627,518,490,481,479,673,671,671,659,656,60,84,1500,537,25,377,261,0,0,0,87,45,0,0,0,45,0,0,0,0,0,0
506,30Nov1963,4,0,2487,2480,2454,0,0,0,0,0,0,0,2432,2387,2010,0,0,0,0,0,0,0,2010,2010,1998,1998,0,0,0,0,0,0,0,1975,1975,1975,1941,1941,1941,0,0,0,0,0,0,0,1937,1923,1921,1921,45,45,38,22,1293,628,1293,1176,1168,1167,1162,1103,1099,868,699,362,263,263,254,252,628,626,626,592,590,48,68,3413,136,1356,88,62,0,0,0,24,15,0,0,0,15,0,0,0,0,0,0
507,31Dec1963,4,0,3988,3982,3910,0,0,0,0,0,0,0,3884,3837,3497,0,0,0,0,0,0,0,3497,3497,3489,1789,0,0,0,0,0,0,0,1777,1777,1777,1774,1774,1774,0,0,0,0,0,0,0,1771,1766,1765,1765,48,48,41,26,1236,529,1236,1168,1161,1160,1156,1113,1110,871,708,387,327,327,318,317,529,528,528,527,525,33,63,2864,92,38,65,44,0,0,0,17,10,0,0,0,10,0,0,0,0,0,0
508,31Jan1964,5,0,843,843,843,0,0,0,0,0,0,0,834,790,747,0,0,0,0,0,0,0,747,747,739,739,0,0,0,0,0,0,0,731,731,731,725,725,725,0,0,0,0,0,0,0,722,714,713,713,44,36,31,18,218,495,218,195,188,187,184,150,147,98,77,49,36,36,29,28,495,494,494,493,491,27,10,2198,92,90,65,44,0,0,0,17,10,0,0,0,10,0,0,0,0,0,0
509,29Feb1964,8,0,1083,1083,1083,0,0,0,0,0,0,0,1069,1000,919,0,0,0,0,0,0,0,919,919,910,910,0,0,0,0,0,0,0,899,899,899,892,892,892,0,0,0,0,0,0,0,889,880,878,878,69,62,50,31,429,449,429,387,378,377,373,341,338,292,272,165,153,153,152,150,449,447,447,446,444,32,8,1656,710,76,538,349,0,0,0,187,144,0,0,0,144,0,0,0,0,0,0
510,31Mar1964,8,0,1607,1607,1607,0,0,0,0,0,0,0,1593,1527,1371,0,0,0,0,0,0,0,1371,1371,1360,1360,0,0,0,0,0,0,0,1358,1358,1358,1356,1356,1356,0,0,0,0,0,0,0,1353,1339,1338,1338,66,59,43,27,411,927,411,379,362,361,357,316,312,292,285,162,122,122,111,109,927,925,925,921,919,27,60,1766,465,58,328,227,0,0,0,72,33,0,0,0,33,0,0,0,0,0,0
511,30Apr1964,11,0,2605,2605,2605,0,0,0,0,0,0,0,2591,2475,2110,0,0,0,0,0,0,0,2110,2110,2096,2096,0,0,0,0,0,0,0,2094,2094,2094,2071,2071,2071,0,0,0,0,0,0,0,2067,2014,2012,2012,116,94,54,34,1232,780,1232,1179,1165,1163,1157,1120,1116,1074,1074,634,567,559,539,537,780,778,778,767,764,47,78,1050,845,162,600,415,0,0,0,130,60,0,0,0,60,0,0,0,0,0,0
512,31May1964,15,0,3094,3092,3062,0,0,0,0,0,0,0,3047,2857,2244,0,0,0,0,0,0,0,2244,2244,2224,2224,0,0,0,0,0,0,0,2216,2216,2216,2120,2120,2120,0,0,0,0,0,0,0,2114,2019,2016,2016,190,99,67,48,1269,747,1269,1159,1145,1142,1133,1098,1091,1079,1079,660,580,564,544,541,747,744,744,730,726,59,84,1841,1170,227,833,576,0,0,0,179,82,0,0,0,82,0,0,0,0,0,0
513,30Jun1964,24,0,4469,4451,4223,0,0,0,0,0,0,0,4185,3897,2707,0,0,0,0,0,0,0,2707,2707,2682,2682,0,0,0,0,0,0,0,2674,2674,2674,2411,2411,2411,0,0,0,0,0,0,0,2403,2269,2265,2265,288,88,69,49,1522,743,1522,1375,1360,1357,1346,1284,1276,1260,1260,805,719,672,651,648,743,739,739,720,715,75,93,2257,1706,239,1218,841,0,0,0,261,119,0,0,0,119,0,0,0,0,0,0
514,31Jul1964,26,0,4824,4804,4583,0,0,0,0,0,0,0,4497,4210,2833,0,0,0,0,0,0,0,2833,2833,2805,2805,0,0,0,0,0,0,0,2793,2793,2793,2542,2542,2542,0,0,0,0,0,0,0,2533,2395,2390,2390,287,68,63,43,1756,635,1756,1575,1560,1557,1545,1464,1455,1325,1285,809,710,662,648,644,635,630,630,607,601,84,99,2452,1791,251,1277,882,0,0,0,274,126,0,0,0,126,0,0,0,0,0,0
515,31Aug1964,22,0,5753,5738,5589,0,0,0,0,0,0,0,5501,5247,3985,0,0,0,0,0,0,0,3985,3985,3962,2836,0,0,0,0,0,0,0,2826,2826,2826,2666,2666,2666,0,0,0,0,0,0,0,2660,2552,2549,2549,254,67,63,42,1912,637,1912,1707,1686,1683,1673,1613,1605,1425,1366,889,781,733,720,717,637,633,633,611,607,83,101,1999,1621,228,1154,798,0,0,0,248,114,0,0,0,114,0,0,0,0,0,0
516,30Sep1964,9,0,3933,3921,3900,0,0,0,0,0,0,0,3847,3675,2792,0,0,0,0,0,0,0,2792,2792,2769,2769,0,0,0,0,0,0,0,2707,2707,2707,2573,2573,2573,0,0,0,0,0,0,0,2566,2494,2490,2490,173,69,64,44,1827,663,1827,1650,1625,1622,1613,1533,1525,1322,1253,835,708,663,650,647,663,660,660,643,638,76,99,1642,872,84,614,426,0,0,0,134,63,0,0,0,63,0,0,0,0,0,0
517,31Oct1964,5,0,3339,3334,3319,0,0,0,0,0,0,0,3280,3203,2605,0,0,0,0,0,0,0,2605,2605,2590,2590,0,0,0,0,0,0,0,2546,2546,2546,2482,2482,2482,0,0,0,0,0,0,0,2477,2443,2441,2441,77,57,50,36,1793,648,1793,1670,1654,1653,1647,1503,1498,1317,1240,767,643,611,598,596,648,645,645,633,630,52,90,1437,321,24,219,153,0,0,0,50,25,0,0,0,25,0,0,0,0,0,0
518,30Nov1964,4,0,2772,2769,2736,0,0,0,0,0,0,0,2717,2677,2200,0,0,0,0,0,0,0,2200,2200,2188,2188,0,0,0,0,0,0,0,2165,2165,2165,2137,2137,2137,0,0,0,0,0,0,0,2134,2116,2114,2114,40,38,31,19,1541,573,1541,1440,1429,1428,1423,1396,1392,1162,1056,669,559,538,528,527,573,571,571,536,533,42,74,1068,98,0,60,44,0,0,0,16,9,0,0,0,9,0,0,0,0,0,0
519,31Dec1964,4,0,2435,2426,2321,0,0,0,0,0,0,0,2307,2263,1842,0,0,0,0,0,0,0,1842,1842,1833,1833,0,0,0,0,0,0,0,1821,1821,1821,1818,1818,1818,0,0,0,0,0,0,0,1815,1809,1808,1808,44,42,35,23,1299,510,1299,1237,1228,1227,1224,1200,1197,963,861,537,471,471,461,460,510,508,508,504,502,29,65,18399,56,771,38,26,0,0,0,9,4,0,0,0,4,0,0,0,0,0,0
520,31Jan1965,5,0,1614,1614,1614,0,0,0,0,0,0,0,1578,1478,1386,0,0,0,0,0,0,0,1386,1386,1378,1378,0,0,0,0,0,0,0,1370,1370,1370,1355,1355,1355,0,0,0,0,0,0,0,1353,1340,1339,1339,100,82,76,33,707,632,707,597,575,574,571,454,452,376,349,213,178,178,166,165,632,630,630,629,628,103,25,12686,1178,1172,1017,946,0,0,0,573,404,0,0,0,404,0,0,0,0,0,0
521,28Feb1965,8,0,2122,2122,2122,0,0,0,0,0,0,0,2080,1960,1729,0,0,0,0,0,0,0,1729,1729,1719,1719,0,0,0,0,0,0,0,1708,1708,1708,1692,1692,1692,0,0,0,0,0,0,0,1689,1671,1669,1669,120,96,84,39,982,687,982,850,812,811,807,684,681,568,537,322,284,281,275,274,687,686,686,684,682,103,37,5891,1489,73,1247,1117,0,0,0,640,441,0,0,0,441,0,0,0,0,0,0
522,31Mar1965,8,0,1882,1882,1882,0,0,0,0,0,0,0,1864,1782,1477,0,0,0,0,0,0,0,1477,1477,1467,1467,0,0,0,0,0,0,0,1465,1465,1465,1460,1460,1460,0,0,0,0,0,0,0,1457,1442,1440,1440,82,73,52,30,769,671,769,716,700,699,694,638,634,606,597,441,386,386,372,371,671,670,670,665,663,49,62,1783,801,50,599,393,0,0,0,196,145,0,0,0,145,0,0,0,0,0,0
523,30Apr1965,11,0,2455,2455,2455,0,0,0,0,0,0,0,2447,2350,1987,0,0,0,0,0,0,0,1987,1987,1973,1973,0,0,0,0,0,0,0,1971,1971,1971,1947,1947,1947,0,0,0,0,0,0,0,1943,1890,1888,1888,97,75,46,33,1148,740,1148,1111,1098,1096,1091,1064,1059,1018,1018,598,536,529,510,508,740,737,737,727,724,42,74,6287,1632,36,1239,802,0,0,0,431,332,0,0,0,332,0,0,0,0,0,0
524,31May1965,15,0,2947,2946,2915,0,0,0,0,0,0,0,2906,2734,2126,0,0,0,0,0,0,0,2126,2126,2106,2106,0,0,0,0,0,0,0,2098,2098,2098,2002,2002,2002,0,0,0,0,0,0,0,1996,1901,1898,1898,172,82,60,46,1188,710,1188,1093,1081,1078,1070,1044,1037,1026,1026,626,552,536,516,514,710,707,707,691,687,55,80,5534,2047,124,1546,1007,0,0,0,520,391,0,0,0,391,0,0,0,0,0,0
525,30Jun1965,24,0,4312,4294,4064,0,0,0,0,0,0,0,4032,3761,2578,0,0,0,0,0,0,0,2578,2578,2553,2553,0,0,0,0,0,0,0,2545,2545,2545,2280,2280,2280,0,0,0,0,0,0,0,2273,2138,2134,2134,272,73,61,47,1434,700,1434,1303,1291,1288,1277,1224,1216,1202,1202,767,687,639,620,617,700,696,696,680,675,70,87,3268,2907,135,2173,1433,0,0,0,668,472,0,0,0,472,0,0,0,0,0,0
526,31Jul1965,26,0,4677,4656,4433,0,0,0,0,0,0,0,4353,4080,2712,0,0,0,0,0,0,0,2712,2712,2684,2684,0,0,0,0,0,0,0,2672,2672,2672,2419,2419,2419,0,0,0,0,0,0,0,2410,2271,2267,2267,273,55,55,41,1672,594,1672,1508,1496,1493,1481,1408,1398,1271,1232,775,681,634,620,617,594,590,590,566,560,79,95,3733,3047,145,2257,1503,0,0,0,650,434,0,0,0,434,0,0,0,0,0,0
527,31Aug1965,22,0,4479,4463,4313,0,0,0,0,0,0,0,4232,3992,2736,0,0,0,0,0,0,0,2736,2736,2713,2713,0,0,0,0,0,0,0,2703,2703,2703,2543,2543,2543,0,0,0,0,0,0,0,2536,2428,2424,2424,240,55,55,40,1827,597,1827,1639,1621,1618,1608,1556,1548,1373,1313,855,753,706,693,691,597,594,594,572,567,78,98,2500,2668,119,1973,1315,0,0,0,567,378,0,0,0,378,0,0,0,0,0,0
528,30Sep1965,9,0,3781,3768,3747,0,0,0,0,0,0,0,3701,3542,2663,0,0,0,0,0,0,0,2663,2663,2640,2640,0,0,0,0,0,0,0,2578,2578,2578,2443,2443,2443,0,0,0,0,0,0,0,2436,2363,2360,2360,159,56,56,42,1737,623,1737,1577,1555,1553,1543,1471,1464,1265,1197,799,678,633,621,619,623,619,619,602,598,71,95,3025,1489,72,1087,731,0,0,0,298,190,0,0,0,190,0,0,0,0,0,0
529,31Oct1965,5,0,3345,3340,3325,0,0,0,0,0,0,0,3286,3212,2617,0,0,0,0,0,0,0,2617,2617,2602,2602,0,0,0,0,0,0,0,2558,2558,2558,2493,2493,2493,0,0,0,0,0,0,0,2489,2455,2452,2452,74,54,48,34,1799,654,1799,1678,1663,1662,1655,1506,1501,1324,1248,770,648,616,603,601,654,651,651,639,636,51,90,1500,519,25,367,251,0,0,0,95,56,0,0,0,56,0,0,0,0,0,0
530,30Nov1965,4,0,2774,2771,2737,0,0,0,0,0,0,0,2719,2681,2206,0,0,0,0,0,0,0,2206,2206,2194,2194,0,0,0,0,0,0,0,2171,2171,2171,2143,2143,2143,0,0,0,0,0,0,0,2140,2122,2120,2120,38,36,30,18,1541,579,1541,1442,1431,1430,1425,1397,1393,1168,1063,673,563,543,533,532,579,577,577,541,539,42,75,3799,132,784,85,60,0,0,0,23,14,0,0,0,14,0,0,0,0,0,0
531,31Dec1965,4,0,2428,2419,2313,0,0,0,0,0,0,0,2299,2257,1837,0,0,0,0,0,0,0,1837,1837,1828,1828,0,0,0,0,0,0,0,1816,1816,1816,1813,1813,1813,0,0,0,0,0,0,0,1811,1805,1803,1803,42,39,34,23,1299,504,1299,1238,1230,1229,1226,1201,1198,969,867,540,475,475,465,464,504,503,503,501,500,29,66,2336,89,242,62,43,0,0,0,15,9,0,0,0,9,0,0,0,0,0,0
532,31Jan1966,5,0,2542,2542,2542,0,0,0,0,0,0,0,2497,2378,2166,0,0,0,0,0,0,0,2166,2166,2157,2157,0,0,0,0,0,0,0,2149,2149,2149,2134,2134,2134,0,0,0,0,0,0,0,2132,2120,2119,2119,118,95,81,36,1022,1097,1022,890,858,857,854,734,732,538,483,276,233,233,221,220,1097,1096,1096,1095,1093,105,53,2097,547,75,462,418,0,0,0,246,172,0,0,0,172,0,0,0,0,0,0
533,28Feb1966,8,0,3075,2831,2282,0,0,0,0,0,0,0,2128,1968,1671,0,0,0,0,0,0,0,1671,1671,1661,1661,0,0,0,0,0,0,0,1650,1650,1650,1293,1293,1293,0,0,0,0,0,0,0,1290,1278,1276,1276,160,133,91,71,909,367,909,848,811,810,805,779,775,653,642,518,496,489,488,487,367,366,366,364,362,31,91,1795,914,54,715,517,0,0,0,288,214,0,0,0,214,0,0,0,0,0,0
534,31Mar1966,8,0,1966,1966,1966,0,0,0,0,0,0,0,1943,1850,1392,0,0,0,0,0,0,0,1392,1392,1382,1382,0,0,0,0,0,0,0,1380,1380,1380,1360,1360,1360,0,0,0,0,0,0,0,1357,1325,1323,1323,93,69,53,38,891,432,891,834,800,797,792,761,758,784,782,489,403,363,348,347,432,431,431,426,424,26,105,1488,606,57,433,300,0,0,0,100,50,0,0,0,50,0,0,0,0,0,0
535,30Apr1966,11,0,2864,2864,2864,0,0,0,0,0,0,0,2841,2719,2140,0,0,0,0,0,0,0,2140,2140,2126,2126,0,0,0,0,0,0,0,2124,2124,2124,2062,2062,2062,0,0,0,0,0,0,0,2058,1979,1977,1977,123,67,53,37,1199,778,1199,1131,1099,1096,1090,1058,1053,1010,996,526,438,395,377,375,778,776,776,763,760,33,80,1086,1216,166,886,599,0,0,0,232,140,0,0,0,140,0,0,0,0,0,0
536,31May1966,15,0,3578,3576,3494,0,0,0,0,0,0,0,3463,3248,2541,0,0,0,0,0,0,0,2541,2541,2521,2521,0,0,0,0,0,0,0,2513,2513,2513,2313,2313,2313,0,0,0,0,0,0,0,2307,2196,2193,2193,215,78,64,48,1266,927,1266,1169,1141,1138,1130,1099,1092,1077,1063,622,513,470,452,449,927,924,924,907,902,42,125,1086,2265,126,1753,1358,0,0,0,651,425,0,0,0,425,0,0,0,0,0,0
537,30Jun1966,24,0,5911,5893,5671,0,0,0,0,0,0,0,5624,5303,2748,0,0,0,0,0,0,0,2748,2748,2723,2723,0,0,0,0,0,0,0,2714,2714,2714,2489,2489,2489,0,0,0,0,0,0,0,2481,2333,2329,2329,321,83,68,51,1454,875,1454,1327,1294,1291,1280,1239,1231,1177,1151,708,596,553,534,531,875,871,871,851,846,53,153,945,2107,135,1523,1039,0,0,0,361,194,0,0,0,194,0,0,0,0,0,0
538,31Jul1966,26,0,6141,6118,5906,0,0,0,0,0,0,0,5844,5533,2906,0,0,0,0,0,0,0,2906,2906,2878,2861,0,0,0,0,0,0,0,2849,2849,2849,2620,2620,2620,0,0,0,0,0,0,0,2612,2457,2453,2453,312,79,65,47,1565,888,1565,1415,1392,1388,1377,1316,1306,1231,1200,788,647,604,585,582,888,883,883,859,854,60,199,3648,2211,145,1597,1090,0,0,0,379,203,0,0,0,203,0,0,0,0,0,0
539,31Aug1966,22,0,6227,6205,5995,0,0,0,0,0,0,0,5933,5648,2903,0,0,0,0,0,0,0,2903,2903,2880,2880,0,0,0,0,0,0,0,2870,2870,2870,2627,2627,2627,0,0,0,0,0,0,0,2620,2478,2474,2474,285,82,68,50,1593,881,1593,1436,1424,1420,1410,1349,1342,1205,1162,763,607,564,548,546,881,878,878,856,851,59,195,1563,1999,119,1442,985,0,0,0,343,184,0,0,0,184,0,0,0,0,0,0
540,30Sep1966,9,0,6881,6858,6707,0,0,0,0,0,0,0,6643,6416,4280,0,0,0,0,0,0,0,4280,4280,4257,2800,0,0,0,0,0,0,0,2738,2738,2738,2552,2552,2552,0,0,0,0,0,0,0,2545,2436,2432,2432,227,91,76,58,1580,852,1580,1441,1433,1429,1419,1318,1311,1148,1092,736,577,534,516,513,852,848,848,831,826,55,171,1563,1067,72,763,522,0,0,0,183,99,0,0,0,99,0,0,0,0,0,0
541,31Oct1966,5,0,4555,4534,4500,0,0,0,0,0,0,0,4454,4324,2542,0,0,0,0,0,0,0,2542,2542,2527,2527,0,0,0,0,0,0,0,2483,2483,2483,2377,2377,2377,0,0,0,0,0,0,0,2373,2311,2308,2308,130,75,61,45,1543,765,1543,1440,1415,1412,1406,1229,1224,1096,1043,646,492,449,430,428,765,763,763,751,748,39,129,754,384,25,266,184,0,0,0,66,37,0,0,0,37,0,0,0,0,0,0
542,30Nov1966,4,0,4244,4235,4147,0,0,0,0,0,0,0,4099,4025,2181,0,0,0,0,0,0,0,2181,2181,2169,2169,0,0,0,0,0,0,0,2146,2146,2146,2084,2084,2084,0,0,0,0,0,0,0,2080,2045,2043,2043,75,50,35,21,1388,656,1388,1304,1277,1275,1270,1215,1211,1087,1032,685,519,481,464,462,656,654,654,616,614,32,171,858,109,0,68,49,0,0,0,19,11,0,0,0,11,0,0,0,0,0,0
543,31Dec1966,4,0,2002,1992,1776,0,0,0,0,0,0,0,1745,1668,631,0,0,0,0,0,0,0,631,631,622,622,0,0,0,0,0,0,0,610,610,610,577,1309,1309,0,0,0,0,0,0,0,1306,1275,1274,1274,77,53,39,26,953,320,953,901,876,874,871,835,832,699,645,400,323,307,291,290,320,319,319,304,302,22,107,4384,61,70,42,29,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0
544,31Jan1967,5,0,2540,2540,2540,0,0,0,0,0,0,0,2505,2385,2062,0,0,0,0,0,0,0,2062,2062,2054,2054,0,0,0,0,0,0,0,2046,2046,2046,1994,1994,1994,0,0,0,0,0,0,0,1992,1915,1914,1914,120,63,63,41,1014,900,1014,899,897,897,893,818,815,701,658,384,320,320,304,303,900,899,899,898,896,73,104,6961,110,816,84,67,0,0,0,33,22,0,0,0,22,0,0,0,0,0,0
545,28Feb1967,8,0,2609,2609,2609,0,0,0,0,0,0,0,2561,2378,1895,0,0,0,0,0,0,0,1895,1895,1886,1886,0,0,0,0,0,0,0,1875,1875,1875,1806,2545,2545,0,0,0,0,0,0,0,2542,2490,2488,2488,183,116,104,70,1477,1011,1477,1324,1305,1304,1300,1210,1206,1059,1012,612,537,534,521,520,1011,1009,1009,1008,1006,93,89,5078,1548,138,1290,1143,0,0,0,652,450,0,0,0,450,0,0,0,0,0,0
546,31Mar1967,8,0,1896,1896,1896,0,0,0,0,0,0,0,1875,1753,1300,0,0,0,0,0,0,0,1300,1300,1290,1290,0,0,0,0,0,0,0,1288,1288,1288,1264,1947,1947,0,0,0,0,0,0,0,1944,1914,1912,1912,121,95,69,48,1060,852,1060,994,980,978,974,923,920,878,864,614,536,534,516,514,852,851,851,847,844,50,86,5342,2218,618,1833,1443,0,0,0,914,701,0,0,0,701,0,0,0,0,0,0
547,30Apr1967,11,0,2737,2737,2737,0,0,0,0,0,0,0,2728,2614,2202,0,0,0,0,0,0,0,2202,2202,2188,2188,0,0,0,0,0,0,0,2186,2186,2186,2160,2160,2160,0,0,0,0,0,0,0,2156,2095,2093,2093,114,90,55,39,1287,806,1287,1244,1230,1228,1222,1191,1187,1149,1149,672,602,593,571,570,806,804,804,797,794,49,77,4954,1019,579,780,498,0,0,0,299,244,0,0,0,244,0,0,0,0,0,0
548,31May1967,15,0,2977,2975,2915,0,0,0,0,0,0,0,2891,2682,1977,0,0,0,0,0,0,0,1977,1977,1957,1957,0,0,0,0,0,0,0,1948,1948,1948,1786,2274,2274,0,0,0,0,0,0,0,2268,2159,2155,2155,209,85,68,51,1296,860,1296,1191,1165,1161,1153,1123,1116,1102,1093,654,554,518,499,496,860,856,856,840,836,49,108,9403,1415,123,1068,694,0,0,0,367,281,0,0,0,281,0,0,0,0,0,0
