A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
415,30Apr1955,1653,1,0,322,252,0,70,0,0,40,40,0,0,0,0,248,0,248,0,248,139,139,0,0,0,0,0,0,0,0,0,0,0,1359,0,1359,0,0,114,172,172,175,455,100,1238,700,3019,3003,2985,1699,0,0,0,0,2385,2665,2416,1880,3093,4653,0,440,208,374,1390,1390,0,1849,959,20,5,3243,3243,0,430,368,374,383,1677,1293,11,0,8,1193,0,678,8,2800,648,696,431,715,169,164,258,531,200,0,1704,941,846,846,826,2578,587,1672,1990,1,905,438,1234,149,756,0,0,0,0,0,0,0,0,0,0,0,0,0,3253,10,11516,1400,8908,2608,8795,175,8620,8620,12202,4127,2281,0,0,1847,0,0,0,0,0,-569,31,-783,295,4631,4801,1615,3186,3263,3666,4266,214,1646,1622,1622,600,390,252,0,138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,31May1955,2327,434,427,30,30,0,0,0,0,24,24,0,0,0,0,427,427,0,0,0,269,269,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,370,326,326,342,1561,100,1429,700,3381,3365,3342,1469,0,0,0,0,2066,2163,1844,1326,4601,5979,39,414,268,1067,1788,1788,0,2378,1235,20,5,4171,4171,0,553,0,1106,1115,2779,1663,27,59,18,1377,0,873,18,2800,927,607,495,647,29,26,346,538,200,0,2521,950,813,813,720,3170,568,2036,2601,1,1133,424,1612,144,988,0,0,0,0,0,0,0,0,0,0,0,0,0,5857,23,10790,2008,8277,2512,8167,175,7729,7729,9675,3229,3229,0,0,0,0,0,0,0,0,-1134,-400,-1356,181,3682,4069,1017,3051,3303,2106,2840,222,1103,1139,1139,600,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,30Jun1955,4151,538,530,0,0,0,0,0,0,0,0,0,0,0,0,530,530,0,0,0,324,324,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,420,376,376,394,1225,100,1905,700,6291,6269,6243,4083,500,0,0,0,4441,4495,4141,2957,4964,6618,53,210,297,1045,1978,1978,0,2631,1358,24,15,4616,4616,0,612,374,1098,1115,2956,1841,40,0,25,1281,0,965,25,3931,993,376,686,668,24,23,367,635,318,0,1127,948,768,768,1024,4090,587,2609,3501,2,1479,438,2170,149,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,12908,120,15184,4849,9627,5557,9532,164,8655,8655,7894,133,0,87,0,47,0,0,0,0,0,-4886,-38,-5336,130,5109,5843,682,5161,5720,-484,4364,450,866,580,580,619,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,31Jul1955,1999,593,582,0,0,0,0,0,0,0,0,0,0,0,0,582,582,0,0,0,363,363,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,376,360,360,378,1226,100,1952,700,6081,6045,6021,4641,492,0,0,0,4924,4923,4594,2878,4827,6176,48,137,276,1184,1843,1843,0,2452,1240,32,39,4301,4301,0,570,199,1232,1266,2981,1715,27,0,18,1150,0,900,18,3497,1001,143,702,496,12,12,380,461,150,0,551,2478,1935,1935,928,4062,568,2589,3492,2,1471,424,2165,144,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,10970,421,14866,6091,9033,5833,8922,159,7973,7973,5492,492,0,320,0,172,0,0,0,0,0,-6400,-484,-6644,421,4937,5705,490,5216,5880,-2195,3721,564,693,455,455,1548,156,156,0,0,0,0,320,0,320,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
419,31Aug1955,1964,476,469,0,0,0,0,0,0,0,0,0,0,0,0,469,469,0,0,0,298,298,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,267,270,270,282,1175,100,1567,700,3166,3125,3105,1755,0,0,0,0,1955,1933,1670,266,3892,4930,48,109,220,984,1470,1470,0,1955,976,31,43,3429,3429,0,455,108,1032,1066,2433,1367,31,0,20,930,0,717,20,1000,982,234,833,494,12,12,355,459,150,0,419,2377,1895,1895,661,3442,568,2205,2872,2,1236,424,1781,144,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,8109,174,10762,5258,6249,4513,6146,158,5478,5478,3500,0,0,0,0,0,0,0,0,0,0,-5333,-1182,-5494,362,4167,4761,629,4131,4551,-1736,2415,481,771,511,511,1410,127,127,0,0,0,0,320,0,320,-129,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0
420,30Sep1955,1786,185,182,30,30,0,0,0,0,21,21,0,0,0,0,182,182,0,0,0,111,111,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,32,69,69,70,837,0,829,773,1969,1932,1917,1000,0,0,0,0,1468,1446,1244,257,2553,3790,21,82,169,339,1130,1130,0,1503,755,22,29,2637,2637,0,350,518,361,375,1426,1052,80,0,52,719,0,552,52,2628,751,281,816,462,9,9,149,432,150,0,292,1549,1416,1416,479,2038,587,1336,1449,2,700,438,898,149,550,148,0,0,0,0,0,0,0,0,0,0,0,0,2972,5,9671,6700,5509,4162,5423,175,5070,5070,3000,0,0,0,0,0,0,0,0,0,0,-5736,763,-6187,258,4430,4763,761,4001,4199,-1954,4545,648,835,901,901,3129,114,114,0,0,0,0,197,0,197,56,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0
421,31Oct1955,782,111,108,0,0,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,86,86,0,36,18,0,0,0,0,0,0,0,0,350,0,350,0,0,11,29,29,30,0,38,495,800,2777,2757,2753,1700,0,0,0,0,2279,2246,2202,1504,808,960,0,0,37,334,371,248,123,330,161,11,11,578,578,0,77,0,334,335,566,231,74,73,41,152,0,121,41,2001,575,580,780,428,4,4,39,566,200,0,128,1066,952,952,365,1238,568,838,668,1,398,424,414,144,254,153,0,0,0,0,0,0,0,0,0,0,0,0,4850,5,9038,5533,5079,3958,5000,133,4720,4720,4539,539,539,0,0,0,0,0,0,0,0,-4374,1159,-4818,57,4783,5028,882,4145,4313,-115,5418,525,942,995,995,2659,30,30,0,0,0,0,80,0,80,136,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0
422,30Nov1955,586,0,0,30,28,2,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,467,0,56,75,42,42,42,60,0,97,800,2800,2790,2790,1700,0,0,0,0,2412,2415,2415,1750,181,192,0,0,0,180,180,0,180,0,0,12,0,0,0,0,0,0,180,181,181,0,52,124,29,11,0,0,29,1803,511,713,706,270,10,10,10,423,200,0,621,1774,1689,1689,260,589,587,438,0,1,149,438,0,149,0,267,0,0,0,0,0,0,0,0,0,0,0,0,5394,5,12652,9364,9185,3467,9138,63,8955,8955,4500,0,0,0,0,0,0,0,0,0,0,-7932,1423,-8739,26,4345,4461,678,3783,3902,-4439,4916,852,714,793,793,4764,34,28,0,6,0,0,45,0,45,130,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0
423,31Dec1955,4816,0,0,921,98,65,0,0,758,886,98,65,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,0,2209,0,811,909,2009,2009,2009,0,2106,3499,800,2369,2356,2356,1700,0,0,0,0,14157,16056,16056,4375,88,101,0,0,0,87,87,0,87,0,0,11,3,3,0,3,0,0,87,88,88,0,16,2052,8,13,0,0,8,4407,485,12458,545,166,1876,1835,1835,303,200,0,10182,15668,15668,15668,248,569,568,424,0,1,144,424,0,144,0,164,0,0,0,0,0,0,0,0,0,0,0,0,24402,0,49550,1500,41918,7633,76578,175,77790,77790,102543,98043,0,63189,0,34854,0,0,0,0,0,4031,5531,3950,519,20550,19962,7301,12661,12168,24465,25965,116,5679,5213,5213,300,943,98,65,0,0,780,35,0,35,119,0,0,0,0,119,119,0,0,0,0,0,0,0,0,0
424,31Jan1956,4328,0,0,3970,122,122,0,0,3726,3921,122,122,0,0,3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,0,4271,0,1368,1412,3292,3292,3292,0,3336,3641,800,16343,16325,16325,17026,0,0,0,0,28682,32023,32023,34138,23,41,0,0,0,7,7,0,7,0,0,35,0,0,0,0,0,0,7,23,23,0,20,1843,7,18,0,0,7,34174,483,11881,220,464,3309,3273,3273,410,200,0,8594,15157,15098,15098,248,569,568,424,0,1,144,424,0,144,0,99,0,0,0,0,0,0,0,0,0,0,0,0,28406,414,75287,14350,64254,11032,130421,175,131684,131684,160163,154163,0,90136,0,64027,0,0,0,0,0,-1689,12661,-2441,2235,30749,29871,11601,18270,17382,28249,42599,811,9577,11015,11015,9750,4000,122,122,0,0,3756,59,0,59,90,0,0,0,0,90,90,0,0,0,0,0,0,0,0,0
425,29Feb1956,3779,0,0,2287,1080,1207,0,0,0,2246,1080,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,743,0,624,787,1640,1640,1646,0,1784,1373,800,10575,10556,10556,11342,0,0,0,0,16277,17796,17796,18718,27,46,0,0,0,7,7,0,7,0,0,39,0,0,0,0,0,0,7,27,27,0,21,1386,7,19,0,0,7,18758,483,5043,1367,929,1617,1605,1605,381,374,0,3604,6592,6438,6438,264,609,608,453,0,1,154,453,0,154,0,90,0,0,0,0,0,0,0,0,0,0,0,0,20332,519,59633,11038,50669,8965,73362,175,73453,73453,86484,82484,0,46452,0,36031,0,0,0,0,0,-4483,6555,-5465,1577,18659,18659,6498,12161,12127,13047,24085,989,6158,5639,5639,6438,2313,1080,1233,0,0,0,7,0,7,-7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
426,31Mar1956,3627,40,38,1,1,0,0,0,0,1,1,0,0,0,0,38,38,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,1062,0,1062,0,103,117,267,267,267,283,0,462,800,5827,5782,5782,6426,0,0,0,0,10692,11846,11829,16780,227,335,0,15,14,62,92,92,0,128,34,27,27,215,215,0,26,0,62,72,163,91,20,669,7,107,0,47,7,16862,439,4353,786,585,1131,1123,1123,554,200,0,3324,2533,2400,2400,353,1147,568,782,577,1,364,424,358,144,219,0,0,0,0,0,0,0,0,0,0,0,0,0,3239,140,33270,7910,27788,5482,32881,175,32676,32676,40129,36129,0,15582,0,20547,0,0,0,0,0,-3258,4652,-3983,325,11519,11684,4535,7149,7264,7535,15445,725,4504,4167,4167,3367,30,30,0,0,0,0,0,0,0,96,0,0,0,4,96,96,0,0,0,0,0,0,0,0,0
427,30Apr1956,4184,193,189,366,252,0,114,0,0,40,40,0,0,0,0,489,189,300,0,300,268,268,0,0,0,0,0,0,0,0,0,0,0,3249,0,3249,0,0,114,171,171,171,1043,57,757,700,4941,4913,4891,3237,0,0,0,0,5365,6006,5713,6141,3329,5258,0,605,246,296,1570,1570,0,2183,963,23,9,3664,3664,0,509,423,296,300,1827,1526,20,12,7,1506,0,803,7,7181,650,2132,976,640,587,584,678,683,200,0,3083,3018,2918,2918,989,2738,587,1771,2149,1,966,438,1333,149,817,0,0,0,0,0,0,0,0,0,0,0,0,0,3495,51,21810,4276,17842,3968,17747,175,17562,17562,24261,17729,0,7188,1111,9430,0,0,0,0,0,-1747,2529,-2084,332,9187,9361,3988,5373,5497,6774,11051,537,4037,3751,3751,1104,437,252,0,185,0,0,200,0,200,-200,200,200,0,5,0,0,0,0,0,0,0,0,0,0,0
428,31May1956,5263,679,671,30,30,0,0,0,0,24,24,0,0,0,0,671,671,0,0,0,421,421,0,0,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,326,299,299,312,1183,100,3132,700,12379,12353,12332,10828,0,0,0,0,15377,15898,15628,16612,3900,4846,39,115,226,1067,1447,1447,0,2012,887,22,9,3377,3377,0,469,0,1106,1110,2516,1406,47,544,15,946,0,740,15,17809,923,4552,1076,910,444,440,760,777,200,0,4910,7407,7006,7006,628,2819,568,1819,2249,1,999,424,1395,144,855,0,0,0,0,0,0,0,0,0,0,0,0,0,10520,67,39290,5644,33013,6277,32908,175,32490,32490,41946,34710,0,17450,830,16431,0,0,0,0,0,-2347,3298,-2753,398,12720,13121,4076,9044,9270,9593,15237,606,4159,3860,3860,1612,86,86,0,0,0,0,200,0,200,-200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0
429,30Jun1956,8478,991,977,30,30,0,0,0,0,21,21,0,0,0,0,977,977,0,0,0,599,599,0,0,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,356,293,293,308,1497,100,3889,700,6670,6633,6606,4356,0,0,0,0,8250,8267,7906,8288,4817,6459,53,306,302,1045,1931,1931,0,2685,1175,21,21,4507,4507,0,626,225,1098,1102,2979,1877,69,11,22,1417,0,988,22,9234,994,3898,1215,856,23,23,367,798,318,0,2555,5009,4455,4455,759,4090,587,2609,3501,2,1479,438,2170,149,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,7566,5,20161,8200,13129,7032,13022,175,12119,12119,19599,13155,0,7196,804,5155,0,0,0,0,0,-5000,3200,-5765,81,13773,14569,5827,8742,9281,7778,15978,765,6026,4301,4301,3600,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,31Jul1956,4973,1157,1140,30,30,0,0,0,0,20,20,0,0,0,0,1140,1140,0,0,0,716,716,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,388,305,305,324,1156,100,3603,700,9716,9653,9628,7528,-488,0,0,0,9462,9490,9145,7793,4761,6171,48,156,288,1184,1843,1843,0,2563,1087,27,54,4301,4301,0,598,167,1232,1250,3041,1791,47,18,15,1243,0,943,15,8407,1002,1737,1291,865,12,12,380,806,150,0,1001,2345,1798,1798,748,4062,568,2589,3492,2,1471,424,2165,144,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,16549,11008,10174,6375,10111,111,9134,9134,8000,0,0,0,0,0,0,0,0,0,0,-8683,1981,-9414,28,9048,9842,3506,6336,7024,-838,9827,931,3715,2634,2634,6408,197,197,0,0,0,0,200,0,200,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
431,31Aug1956,2955,930,917,0,0,0,0,0,0,0,0,0,0,0,0,917,917,0,0,0,587,587,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,311,307,307,322,1287,100,2667,700,3907,3835,3815,2264,-339,0,0,0,3259,3265,2991,1572,3830,4925,48,75,230,984,1470,1470,0,2043,847,27,63,3429,3429,0,476,132,1032,1050,2479,1428,54,59,18,963,0,752,18,2302,982,654,1333,858,12,12,355,801,150,0,712,3663,3178,3178,737,3442,568,2205,2872,2,1236,424,1781,144,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,10400,5,14776,8147,8972,5804,8916,110,8294,8294,6669,651,525,0,0,0,0,0,125,125,0,-7096,-1493,-7638,93,6660,7211,1593,5618,6008,-1400,4203,682,1725,1199,1199,3547,127,127,0,0,0,0,141,0,141,-141,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0
432,30Sep1956,1883,168,164,257,168,0,89,0,0,40,40,0,0,0,0,357,164,193,0,193,220,220,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,32,71,71,73,623,100,1332,773,7742,7677,7662,6671,-154,0,0,0,7314,7340,7137,6109,2421,3645,21,106,170,339,1086,1086,0,1510,622,23,51,2535,2535,0,352,450,361,370,1426,1056,139,0,45,774,0,556,45,8390,752,457,1312,835,9,9,149,780,150,0,488,1735,1602,1602,482,2053,587,1346,1464,2,705,438,908,149,556,87,0,0,0,0,0,0,0,0,0,0,0,0,8687,5,22053,11321,13908,8146,13849,111,13523,13523,12063,0,0,0,0,0,0,0,0,0,0,-9302,531,-10322,250,9266,9533,1248,8285,8461,-1319,8513,1038,1311,1324,1324,6721,328,168,0,160,0,0,18,0,18,-18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
433,31Oct1956,1500,129,126,30,30,0,0,0,0,22,22,0,0,0,0,126,126,0,0,0,96,96,0,36,18,0,0,0,0,0,0,0,0,350,0,350,0,0,8,21,21,21,0,27,555,800,4877,4841,4840,4000,0,0,0,0,4623,4615,4599,3566,486,570,0,0,14,334,348,87,261,121,34,20,20,203,203,0,28,0,334,338,423,84,128,185,0,84,49,44,49,3877,571,627,1242,753,10,10,46,870,200,0,269,1564,1468,1468,318,888,568,622,319,1,265,424,198,144,121,298,0,0,0,0,0,0,0,0,0,0,0,0,6960,5,15336,9614,11389,3947,11295,111,11084,11084,7969,0,0,0,0,0,0,0,0,0,0,-7613,457,-8482,5,5658,5845,1306,4539,4677,-3041,5029,877,1357,1365,1365,5014,68,68,0,0,0,0,8,0,8,-8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
434,30Nov1956,1129,28,28,246,28,14,0,0,204,235,28,14,0,0,193,28,28,0,0,0,19,19,0,8,8,0,0,0,0,0,0,0,0,467,0,467,0,0,20,0,0,0,20,0,215,800,3947,3924,3924,2500,0,0,0,0,3208,3254,3254,2868,248,296,0,0,6,180,186,37,149,55,14,23,5,87,87,0,13,0,180,184,228,44,91,153,0,48,34,23,34,2946,514,712,1236,616,10,10,10,772,200,0,864,4225,3999,3999,316,913,587,639,324,1,272,438,201,149,123,198,0,0,0,0,0,0,0,0,0,0,0,0,6274,5,14606,11280,9767,4839,9692,84,9476,9476,4917,417,0,0,0,0,417,0,0,0,0,-9542,-968,-10436,5,6124,6280,1031,5249,5387,-4452,4122,1034,995,1043,1043,6680,262,28,14,0,0,220,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,31Dec1956,761,0,0,30,30,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,89,186,261,261,261,357,0,176,800,6390,6368,6368,5764,0,0,0,0,6465,6534,6534,5825,91,113,0,0,0,87,87,0,87,0,0,22,5,5,0,5,0,0,87,91,91,0,28,133,10,22,0,0,10,5868,485,705,841,305,10,10,10,492,200,0,990,1915,1805,1805,259,569,568,424,0,1,144,424,0,144,0,216,0,0,0,0,0,0,0,0,0,0,0,0,3772,5,13731,10443,9670,4060,9557,113,9324,9324,4500,0,0,0,0,0,0,0,0,0,0,-8832,1610,-9719,9,5029,5183,850,4333,4479,-4757,5686,954,870,931,931,7009,37,37,0,0,0,0,67,0,67,33,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0
436,31Jan1957,981,0,0,46,46,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,223,267,565,565,565,556,52,248,800,1366,1356,1356,1700,0,0,0,0,2707,2778,2778,2788,46,55,0,0,0,7,7,0,7,0,0,49,0,0,0,0,0,0,7,46,46,0,11,172,8,10,0,0,8,2838,483,1159,1266,1228,11,10,10,1178,200,0,452,1335,1242,1242,256,569,568,424,0,1,144,424,0,144,0,151,0,0,0,0,0,0,0,0,0,0,0,0,3162,50,12293,6805,9582,2711,9466,175,9503,9503,8034,3534,0,1639,0,1895,0,0,0,0,0,-5226,1579,-5819,131,4282,4203,952,3250,3176,-1549,5256,606,918,975,975,2722,57,57,0,0,0,0,13,0,13,82,0,0,0,1,82,82,0,0,0,0,0,0,0,0,0
437,28Feb1957,1652,0,0,1113,1080,33,0,0,0,1083,1080,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,174,342,574,574,580,0,723,747,800,4116,4105,4105,4899,0,0,0,0,7110,7417,7417,1648,46,57,0,0,0,7,7,0,7,0,0,50,0,0,0,0,0,0,7,46,46,0,12,601,9,11,0,0,9,1700,501,2493,1282,1305,207,198,198,1211,380,0,2831,3512,3386,3386,282,630,629,469,0,1,160,469,0,160,0,192,0,0,0,0,0,0,0,0,0,0,0,0,8017,263,23105,6338,18966,4139,21609,175,21696,21696,23397,14915,0,7707,0,7207,0,0,0,0,0,-4464,1874,-5027,908,6648,6503,1332,5171,5099,1586,7924,563,1279,1296,1296,2535,1131,1080,51,0,0,0,0,0,0,74,0,0,0,1,74,74,0,0,0,0,0,0,0,0,0
438,31Mar1957,1648,74,73,29,29,0,0,0,0,27,27,0,0,0,0,73,73,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,1016,0,1016,0,70,86,199,199,199,0,217,621,800,3372,3341,3341,4129,0,0,0,0,8066,8999,8999,15041,51,83,0,0,0,36,36,0,36,0,0,28,19,19,0,19,0,0,36,51,51,0,14,680,8,32,0,0,8,15082,433,4383,639,1077,827,816,816,905,200,0,3372,2737,2646,2646,260,570,568,424,0,1,144,424,0,144,0,126,0,0,0,0,0,0,0,0,0,0,0,0,8857,132,38907,5134,32680,6227,36018,175,35912,35912,42001,36063,0,18057,132,17874,0,0,0,0,0,-3258,1876,-3740,187,9886,9954,1697,8257,8248,6146,11279,482,1704,1674,1674,2053,30,30,0,0,0,0,0,0,0,97,0,0,0,2,97,97,0,0,0,0,0,0,0,0,0
439,30Apr1957,1919,514,507,30,30,0,0,0,0,24,24,0,0,0,0,507,507,0,0,0,286,286,0,0,0,0,0,0,0,0,0,0,0,1734,0,1734,0,0,117,189,189,189,576,100,1332,700,2660,2634,2613,1000,0,0,0,0,2578,2799,2511,2908,2973,4737,0,420,244,296,1415,1415,0,2143,646,21,9,3301,3301,0,503,454,296,300,1795,1495,19,11,8,1310,0,795,8,3846,648,1582,1063,756,176,173,267,569,200,0,2092,1383,1282,1282,722,2331,587,1519,1743,1,811,438,1080,149,662,0,0,0,0,0,0,0,0,0,0,0,0,0,3255,60,12318,2411,9604,2714,9605,175,9356,9356,14143,4955,0,0,0,4955,0,0,0,0,0,-694,1614,-1024,383,6051,6316,2782,3535,3647,4887,7195,329,2830,2677,2677,604,91,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,31May1957,2536,726,717,30,30,0,0,0,0,24,24,0,0,0,0,717,717,0,0,0,459,459,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,324,308,308,322,1023,100,1350,700,2702,2677,2656,1000,0,0,0,0,3592,4638,4348,3743,3797,4761,39,71,245,1067,1422,1422,0,2155,650,21,8,3319,3319,0,506,0,1106,1110,2613,1503,44,579,18,964,0,799,18,4920,921,2596,1069,722,958,945,1266,613,200,0,3599,3993,3625,3625,554,2406,568,1562,1836,1,842,424,1138,144,698,226,0,0,0,0,0,0,0,0,0,0,0,0,10968,76,22069,3910,18067,4002,17944,175,17768,17768,21790,16807,1464,8674,0,6669,0,0,0,0,0,-2036,1874,-2235,442,6718,6993,2059,4934,5035,4111,8021,399,2118,2043,2043,600,116,116,0,0,0,0,200,0,200,-200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0
441,30Jun1957,4893,1049,1032,30,30,0,0,0,0,21,21,0,0,0,0,1032,1032,0,0,0,627,627,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,379,325,325,341,1146,100,1906,700,4766,4732,4701,2097,0,0,0,0,4668,4755,4349,3942,4857,6657,53,251,343,1045,1991,1991,0,3017,902,19,19,4647,4647,0,709,300,1098,1102,3206,2104,64,11,25,1501,0,1118,25,4913,998,2576,1258,718,24,23,367,683,318,0,1438,1978,1798,1798,815,4078,587,2601,3489,2,1475,438,2163,149,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,9076,24,12113,5059,7467,4646,7367,167,6492,6492,5188,0,0,0,0,0,0,0,0,0,0,-5000,-5,-5474,139,4713,5487,935,4552,5057,-1010,3984,474,1124,766,766,1251,176,168,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,31Jul1957,2725,1156,1139,30,30,0,0,0,0,20,20,0,0,0,0,1139,1139,0,0,0,706,706,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,380,396,396,414,1224,100,2012,700,10209,10151,10123,7777,-488,0,0,0,8582,8629,8253,7076,4692,6170,48,153,318,1184,1843,1843,0,2793,802,25,50,4301,4301,0,656,141,1232,1249,3197,1948,44,0,18,1336,0,1035,18,7684,1006,822,1436,598,14,12,380,560,150,0,759,5165,4575,4575,825,4062,568,2589,3492,2,1471,424,2165,144,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,14568,5,23818,8904,15105,8713,15048,105,14032,14032,11783,3783,3417,0,0,366,0,0,0,0,0,-8893,-86,-9421,69,7897,8721,630,8091,8803,-1944,6862,778,848,566,566,4860,197,197,0,0,0,0,250,0,250,-146,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0
443,31Aug1957,1949,929,916,30,30,0,0,0,0,21,21,0,0,0,0,916,916,0,0,0,579,579,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,287,429,429,443,1254,100,1667,700,9029,8962,8940,7194,-488,0,0,0,7738,7750,7450,6628,3776,4924,48,130,253,984,1470,1470,0,2226,621,25,59,3429,3429,0,523,54,1032,1050,2602,1553,50,0,20,1094,0,825,20,7352,986,352,1593,602,12,12,355,565,150,0,631,2448,1928,1928,711,3442,568,2205,2872,2,1236,424,1781,144,1091,67,0,0,0,0,0,0,0,0,0,0,0,0,10076,5,17423,10028,10767,6656,10717,105,10094,10094,5963,651,0,0,0,651,0,0,0,0,0,-9594,-165,-10124,5,6524,7073,751,6322,6714,-3907,5521,838,884,593,593,5751,164,164,0,0,0,0,307,0,307,-23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
